K35 FPS FK in Steueranlagezehntel;;;;;;;;;
Kurzbeschrieb: Fremdkapital dividiert durch Ertrag eines Steueranlagezehntels.




BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [SAZ];2003 [SAZ];2004 [SAZ];2005 [SAZ];2006 [SAZ];2007 [SAZ];2008 [SAZ];2009 [SAZ];2010 [SAZ];2011 [SAZ]
699;Monible;38.0;241;15;21;;18.71;17.18;9.66;14.03;20.57;18.63;48.93;7.64;17.65;16.08
437;Mont-Tramelan;120.0;241;7;21;;15.19;23.49;1.21;0.83;0.98;1.55;0.96;1.14;4.32;5.22
544;Moosseedorf;3620.0;246;9;9;351;37.66;30.80;28.19;27.27;21.82;14.66;13.36;12.93;13.40;11.27
700;Moutier;7479.0;241;15;3;;65.82;67.02;75.29;69.67;71.99;58.59;52.61;56.04;66.39;68.14
356;Muri b.B.;12369.0;246;3;5;351;24.73;22.44;21.63;18.60;17.68;17.58;16.25;15.64;19.52;16.69
742;Mörigen;878.0;242;16;5;371;29.31;24.45;18.55;35.89;21.01;15.25;11.61;12.25;6.33;6.99
416;Mötschwil;142.0;245;6;22;;12.34;16.73;14.20;11.99;12.38;14.42;13.74;7.79;6.08;6.84
668;Mühleberg;2668.0;246;14;20;;33.64;27.99;23.61;32.87;21.43;11.04;9.33;13.00;5.78;4.51
875;Mühledorf;248.0;246;22;20;;3.07;2.51;2.37;2.24;1.08;1.30;5.54;8.77;8.74;7.97
876;Mühlethurnen;1377.0;246;22;15;;35.68;31.97;30.06;33.07;25.63;26.23;23.20;19.95;23.25;21.35
545;Mülchi;234.0;246;9;16;;42.00;33.18;30.52;30.72;30.42;24.63;28.84;33.02;10.57;11.89
546;Münchenbuchsee;9703.0;246;9;9;351;27.65;20.07;19.14;22.77;23.15;25.31;26.86;21.18;20.05;18.91
669;Münchenwiler;468.0;246;14;15;;18.67;14.87;18.86;19.21;50.94;9.85;3.47;3.94;2.43;1.75
547;Münchringen;593.0;246;9;15;;12.86;7.38;5.97;5.29;5.09;5.82;6.97;9.64;8.12;5.62
616;Münsingen;10841.0;246;12;9;351;23.28;18.42;15.08;15.52;17.22;16.28;15.09;16.93;26.46;23.67
498;Müntschemier;1330.0;243;8;20;;79.74;76.55;71.42;61.21;52.88;33.23;27.32;29.97;17.61;20.61
670;Neuenegg;4913.0;246;14;11;351;35.52;23.93;21.46;21.46;16.79;18.99;15.66;17.36;12.97;15.19
743;Nidau;6816.0;242;16;12;371;37.87;43.25;40.57;42.38;42.50;30.16;25.52;29.65;30.10;31.94
981;Niederbipp;4211.0;244;26;17;;31.71;31.09;32.34;26.70;22.14;22.54;10.63;7.28;11.14;13.97
617;Niederhünigen;641.0;246;12;15;;32.30;24.53;24.77;23.31;21.49;22.36;14.34;14.23;13.28;19.09
877;Niedermuhlern;505.0;246;22;21;;30.35;26.34;18.47;16.63;14.30;10.97;10.95;13.32;13.96;16.37
588;Niederried b.I.;338.0;250;11;15;;22.50;23.93;14.09;7.31;5.54;10.38;12.30;22.80;22.75;34.23
308;Niederried b.K.;297.0;243;1;15;;11.92;11.15;8.65;8.18;12.49;8.53;7.14;8.32;5.99;8.67
764;Niederstocken;257.0;247;17;15;;28.16;25.28;29.68;33.88;16.35;18.19;14.76;22.44;7.61;9.28
618;Niederwichtrach;0.0;246;12;11;;9.37;16.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
982;Niederönz;1554.0;244;26;15;;7.33;2.69;4.15;13.23;8.95;1.00;0.81;29.27;29.13;16.59
417;Niederösch;240.0;245;6;21;;65.87;53.07;81.25;53.87;37.19;38.81;29.98;33.27;29.57;24.74
724;Nods;742.0;241;13;20;;74.88;57.38;53.76;54.51;43.16;36.84;22.91;26.79;25.63;40.23
878;Noflen;260.0;246;22;21;;36.58;42.72;36.29;29.88;30.19;26.20;17.68;20.21;32.64;21.93
357;Oberbalm;869.0;246;3;21;;27.01;19.30;12.08;16.35;29.46;28.54;34.54;37.82;33.62;24.23
983;Oberbipp;1568.0;244;26;15;;12.68;15.97;12.10;14.48;6.92;6.08;5.77;5.20;5.08;3.91
418;Oberburg;2875.0;245;6;13;404;43.86;54.70;44.73;37.79;34.48;32.79;32.26;32.24;29.85;33.98
619;Oberdiessbach;3102.0;246;12;17;;28.40;17.39;20.37;17.33;16.57;13.43;10.56;12.02;11.04;9.93
934;Oberhofen;2354.0;247;24;14;942;49.65;53.48;39.81;35.24;36.88;31.24;31.89;31.12;35.89;34.48
629;Oberhünigen;326.0;246;12;21;;146.46;99.40;94.88;98.12;92.36;86.84;81.27;76.51;82.88;78.43
935;Oberlangenegg;486.0;247;24;21;;69.00;53.97;33.83;24.95;21.26;14.07;14.33;12.98;20.60;24.07
589;Oberried a.Br.-S.;479.0;250;11;17;;35.24;27.18;23.58;18.74;23.12;19.97;14.20;17.58;15.94;15.88
334;Obersteckholz;423.0;244;2;16;;16.27;30.01;24.75;29.46;24.83;22.14;10.31;11.51;10.96;7.40
765;Oberstocken;282.0;247;17;15;;35.26;31.77;37.46;39.32;33.27;33.84;42.72;11.97;10.57;12.97
620;Oberthal;781.0;246;12;21;;16.15;14.20;14.69;20.04;19.70;17.24;15.61;14.57;19.22;20.74
621;Oberwichtrach;0.0;246;12;10;;21.66;21.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
391;Oberwil b.B.;809.0;243;5;16;;36.92;36.98;35.74;33.66;31.35;30.00;25.84;27.14;18.30;13.84
766;Oberwil i.S.;795.0;249;17;21;;23.89;21.37;21.51;17.92;17.74;14.52;16.84;17.61;14.13;18.09
984;Oberönz;0.0;244;26;15;;6.04;5.40;1.69;3.76;4.11;2.91;0.00;0.00;0.00;0.00
419;Oberösch;112.0;245;6;21;;11.52;7.29;7.50;8.73;4.66;8.90;9.28;10.62;8.56;11.40
985;Ochlenberg;586.0;244;26;21;;7.70;7.34;5.80;6.99;4.30;2.34;3.07;2.88;7.27;3.06
335;Oeschenbach;237.0;244;2;21;;44.11;38.06;43.06;30.92;24.62;23.85;13.16;14.08;10.96;10.70
622;Oppligen;669.0;246;12;15;;30.69;5.06;4.52;5.93;6.10;5.72;3.56;6.00;2.47;3.44
744;Orpund;2637.0;242;16;13;371;57.97;50.08;53.48;53.66;46.53;44.89;41.37;40.65;35.70;35.25
438;Orvin;1196.0;241;7;17;;32.37;41.80;38.17;28.65;24.59;28.65;16.63;20.42;27.03;23.97
363;Ostermundigen;15436.0;246;3;10;351;61.06;40.37;36.67;42.14;42.38;46.97;43.10;41.63;38.38;40.79
701;Perrefitte;471.0;241;15;15;;39.74;48.07;47.89;46.07;44.02;33.32;29.26;31.39;17.84;27.57
392;Pieterlen;3633.0;242;5;13;371;36.99;38.58;41.41;44.25;47.24;43.32;36.02;36.05;33.49;28.40
440;Plagne;364.0;241;7;14;371;33.01;32.53;36.62;24.48;20.30;20.26;14.95;13.73;11.85;14.14
936;Pohlern;278.0;247;24;15;;27.37;22.67;18.24;20.50;21.77;17.14;27.84;21.01;24.89;9.96
702;Pontenet;216.0;241;15;15;;21.11;19.86;34.31;25.31;24.28;26.26;26.96;22.70;34.10;19.27
745;Port;3302.0;242;16;14;371;33.63;25.32;37.28;25.03;20.71;16.63;13.93;16.79;15.92;15.96
725;Prêles;908.0;241;13;17;;30.06;34.30;35.07;34.16;32.20;31.22;28.07;28.80;16.23;11.77
439;Péry;1359.0;241;7;15;;42.38;33.42;39.49;25.22;25.97;27.54;22.83;23.73;24.13;26.30
309;Radelfingen;1176.0;243;1;16;;38.31;37.10;35.41;37.87;28.91;28.63;31.35;43.78;48.23;47.75
310;Rapperswil;2129.0;243;1;20;;34.36;33.55;29.53;20.98;21.24;17.49;17.51;16.74;15.84;29.38
715;Rebévelier;47.0;241;15;22;;17.65;9.58;9.06;7.51;11.33;5.37;10.29;4.66;12.67;6.58
703;Reconvilier;2213.0;241;15;18;;56.99;53.08;53.53;49.06;45.63;44.84;33.69;42.19;48.61;45.19
567;Reichenbach i.K.;3452.0;249;10;19;;31.35;38.03;30.45;29.74;34.95;33.65;26.79;24.26;27.24;25.45
336;Reisiswil;191.0;244;2;21;;54.93;47.28;35.67;50.74;48.03;30.64;13.86;17.35;14.48;12.61
441;Renan;838.0;241;7;20;;88.43;115.53;131.26;96.87;106.35;111.21;114.42;106.75;115.20;115.28
767;Reutigen;963.0;247;17;20;;37.54;39.04;34.34;21.28;17.95;5.36;3.73;7.66;3.23;2.84
879;Riggisberg;2406.0;246;22;8;;48.06;47.18;38.83;26.55;26.30;22.07;25.25;33.43;31.44;36.90
590;Ringgenberg;2523.0;250;11;14;;60.62;54.55;43.47;36.24;26.51;21.32;18.36;16.80;14.16;14.85
704;Roches;228.0;241;15;22;;99.95;87.87;117.63;99.01;97.79;101.19;105.71;129.72;99.63;92.84
337;Roggwil;3865.0;244;2;17;;21.12;21.07;17.71;13.93;11.96;14.18;11.51;11.24;13.94;14.33
338;Rohrbach;1431.0;244;2;16;;58.32;88.03;55.87;52.33;44.98;29.54;15.58;13.16;11.53;11.10
339;Rohrbachgraben;423.0;244;2;21;;78.74;59.50;74.53;61.01;35.94;32.57;27.32;28.75;32.20;32.46
442;Romont;205.0;241;7;16;;31.08;37.11;23.58;19.96;18.27;12.18;10.09;12.29;28.63;35.38
623;Rubigen;2865.0;246;12;11;351;46.22;45.20;45.51;27.64;20.26;16.30;16.17;12.67;8.82;7.57
421;Rumendingen;77.0;245;6;8;;69.28;85.22;42.57;71.17;61.16;44.77;51.42;42.77;40.67;71.88
987;Rumisberg;476.0;244;26;15;;43.20;45.45;40.01;39.09;34.04;28.75;29.46;38.05;37.80;32.53
548;Ruppoldsried;259.0;243;9;16;;41.28;35.51;27.56;26.11;26.55;24.30;26.31;24.14;19.22;21.03
986;Röthenbach b.H.;0.0;244;26;19;;13.55;4.17;5.34;6.32;4.58;2.28;3.40;0.00;0.00;0.00
904;Röthenbach i.E.;1272.0;245;23;21;;72.42;53.62;41.08;47.13;51.23;42.05;37.25;43.37;44.11;48.42
905;Rüderswil;2405.0;245;23;19;;31.33;19.22;43.32;72.33;75.88;13.24;12.58;11.92;9.96;7.36
420;Rüdtligen-Alchenflüh;2179.0;245;6;13;404;24.21;23.30;11.21;9.50;9.60;8.57;5.44;8.43;6.29;6.57
880;Rüeggisberg;1855.0;246;22;21;;81.13;63.90;60.37;60.96;50.72;42.93;42.32;49.09;47.43;47.38
956;Rüegsau;3062.0;245;25;20;;30.52;30.13;29.32;21.23;19.37;15.90;10.79;14.81;17.58;14.33
881;Rümligen;450.0;246;22;20;;40.57;46.25;30.81;27.30;23.01;14.59;3.98;2.75;1.89;2.21
853;Rüschegg;1689.0;246;21;20;;55.21;58.23;47.27;47.34;73.58;65.43;56.83;49.75;40.74;39.35
393;Rüti b.B.;835.0;243;5;16;;44.86;33.93;32.21;33.02;39.76;40.96;34.58;37.73;33.34;26.70
422;Rüti b.L.;162.0;245;6;15;;4.37;5.33;2.75;2.68;2.10;4.96;4.68;4.47;4.21;2.17
882;Rüti b.R.;0.0;246;22;21;;56.30;71.67;62.71;64.63;45.31;44.93;44.71;0.00;0.00;0.00
340;Rütschelen;564.0;244;2;19;;102.49;89.77;84.00;84.93;75.62;78.69;65.80;69.82;72.53;69.17
843;Saanen;7240.0;248;20;6;;40.59;32.30;29.52;27.59;34.34;22.44;19.50;19.52;16.47;14.81
746;Safnern;1881.0;242;16;14;371;29.47;26.84;17.83;15.06;11.10;10.24;11.06;16.38;14.43;12.31
706;Saicourt;600.0;241;15;20;;23.46;18.18;19.60;26.32;23.62;20.43;20.41;24.25;28.72;30.66
443;Saint-Imier;4802.0;241;7;4;;32.87;34.92;34.53;28.35;27.88;24.97;22.96;27.56;32.77;29.68
707;Saules;153.0;241;15;19;;24.48;35.03;28.23;20.27;18.98;15.38;15.41;13.77;12.49;10.77
591;Saxeten;101.0;250;11;19;;42.73;84.55;89.02;81.31;107.05;68.28;54.39;106.41;81.13;80.24
549;Schalunen;366.0;246;9;11;351;11.78;10.46;6.49;3.50;5.04;5.06;5.74;10.10;9.56;23.57
906;Schangnau;925.0;245;23;21;;121.68;125.15;134.23;126.54;125.96;123.77;124.88;112.76;116.29;110.49
786;Schattenhalb;600.0;250;18;8;;37.00;57.81;96.89;59.33;64.93;51.49;55.39;49.15;40.31;35.40
708;Schelten;40.0;241;15;21;;162.67;301.60;84.37;141.35;73.57;136.11;101.95;84.13;61.09;75.65
550;Scheunen;84.0;246;9;21;;0.39;1.36;3.00;2.06;1.77;1.49;2.46;2.45;2.22;7.86
747;Scheuren;440.0;242;16;14;371;4.74;5.43;4.89;6.74;6.76;5.92;11.97;14.18;10.44;11.49
624;Schlosswil;657.0;246;12;15;;35.47;36.97;33.98;31.95;31.59;27.15;23.57;20.79;20.71;18.21
748;Schwadernau;651.0;242;16;14;371;43.81;19.87;18.17;14.64;15.60;26.28;12.28;26.82;22.70;19.90
592;Schwanden b.B.;603.0;250;11;15;;17.28;13.99;12.10;10.16;9.67;7.38;9.96;8.61;11.42;8.48
855;Schwarzenburg;6711.0;246;21;4;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.42
341;Schwarzhäusern;485.0;244;2;15;;4.18;3.08;3.41;3.23;3.97;2.85;1.98;4.21;2.43;2.36
937;Schwendibach;254.0;247;24;15;;21.76;23.49;22.79;15.94;10.53;8.72;7.27;7.50;4.05;4.89
311;Schüpfen;3530.0;243;1;11;351;38.40;31.57;28.32;24.34;23.41;18.44;13.18;11.35;10.62;8.43
988;Seeberg;1389.0;244;26;20;;37.28;32.51;32.84;30.05;28.67;29.45;28.50;26.40;28.46;30.34
312;Seedorf;2987.0;243;1;20;;28.15;35.48;37.09;31.19;27.03;24.92;21.19;20.24;21.83;23.44
709;Seehof;71.0;241;15;21;;19.42;8.63;8.69;9.21;22.10;7.29;12.20;4.12;9.68;9.76
883;Seftigen;2110.0;247;22;14;942;34.64;41.23;39.03;36.52;30.74;26.20;22.39;17.42;13.16;10.55
907;Signau;2749.0;245;23;19;;56.83;53.25;49.08;45.76;42.22;35.04;30.78;31.95;30.57;30.35
938;Sigriswil;4633.0;247;24;7;;46.11;44.70;42.03;39.78;40.05;38.28;31.70;29.22;28.92;27.57
499;Siselen;580.0;243;8;20;;21.47;21.82;9.79;7.35;7.06;3.63;5.68;5.28;7.65;14.37
444;Sonceboz;1804.0;241;7;18;;34.84;33.16;31.41;27.41;28.79;25.16;20.43;15.29;33.51;24.34
445;Sonvilier;1192.0;241;7;19;;81.70;84.92;83.35;80.02;79.24;70.55;64.13;59.29;57.87;64.07
710;Sornetan;131.0;241;15;21;;57.05;71.53;51.35;86.29;88.20;66.29;59.82;47.22;43.99;35.42
711;Sorvilier;268.0;241;15;19;;125.81;101.94;101.06;109.29;71.05;62.20;60.90;68.14;59.26;46.12
712;Souboz;134.0;241;15;21;;40.32;35.74;128.48;112.78;86.25;78.63;51.42;55.20;48.89;52.81
768;Spiez;12477.0;249;17;12;942;45.21;40.29;38.63;41.55;38.78;34.18;30.24;30.08;20.62;19.03
793;St. Stephan;1379.0;248;19;20;;23.93;23.37;12.02;10.03;9.96;12.81;10.78;9.75;10.37;13.75
939;Steffisburg;15423.0;247;24;13;942;43.01;34.99;35.50;31.82;31.81;28.12;22.82;22.02;23.19;19.36
358;Stettlen;2891.0;246;3;10;351;20.27;16.17;14.57;11.17;17.28;20.06;16.54;21.62;23.85;24.15
749;Studen;2837.0;243;16;13;371;37.63;37.32;34.65;31.54;28.31;35.26;33.96;34.80;42.21;38.27
957;Sumiswald;5039.0;245;25;19;;47.56;44.48;39.19;31.36;31.76;27.33;20.52;24.94;24.80;22.39
750;Sutz-Lattrigen;1352.0;242;16;14;371;24.44;29.07;25.78;25.46;21.90;14.25;10.08;9.92;8.33;10.13
713;Tavannes;3542.0;241;15;18;;76.72;65.11;76.34;58.18;60.18;57.12;53.08;49.97;57.92;51.93
940;Teuffenthal;168.0;247;24;21;;57.20;41.34;40.65;32.53;38.78;33.50;19.43;26.34;17.30;20.24
941;Thierachern;2302.0;247;24;14;942;44.77;41.91;42.41;44.53;33.21;29.75;31.02;32.22;31.52;21.04
942;Thun;42623.0;247;24;2;942;56.67;50.97;51.98;51.11;52.40;52.75;43.46;44.33;35.88;32.65
342;Thunstetten;3063.0;244;2;17;;38.52;40.20;48.59;40.77;21.97;19.55;11.25;10.51;11.27;10.32
989;Thörigen;1027.0;244;26;15;;26.31;23.17;15.39;15.96;16.99;8.35;7.81;11.21;8.70;2.28
884;Toffen;2457.0;246;22;11;351;16.43;18.77;15.63;14.33;20.25;13.69;10.42;11.74;11.47;10.02
958;Trachselwald;1024.0;245;25;21;;72.55;61.28;35.00;32.07;29.25;25.80;24.98;21.05;20.50;23.87
446;Tramelan;4248.0;241;7;18;;50.14;48.73;49.96;43.57;34.75;33.97;31.14;31.33;38.96;37.28
500;Treiten;441.0;243;8;21;;4.32;8.85;8.61;5.37;7.49;7.39;6.83;8.10;6.95;8.24
631;Trimstein;508.0;246;12;11;351;9.67;6.71;3.87;4.52;4.48;4.89;4.52;7.96;4.30;2.13
908;Trub;1377.0;245;23;21;;94.08;77.45;70.77;78.90;67.91;50.63;42.18;39.12;30.25;27.78
909;Trubschachen;1392.0;245;23;19;;62.65;60.92;65.31;58.36;55.30;49.95;49.72;35.69;44.63;48.80
501;Tschugg;449.0;243;8;8;;32.19;26.72;28.55;21.98;38.88;41.53;22.96;16.21;18.94;16.83
753;Twann;0.0;242;16;20;;22.33;19.99;32.74;19.67;22.49;13.45;9.27;11.69;0.00;0.00
756;Twann-Tüscherz;1138.0;242;16;20;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.49;11.65
625;Tägertschi;418.0;246;12;21;;27.99;27.35;15.05;7.58;15.00;6.13;4.80;5.76;2.86;2.11
751;Täuffelen;2655.0;243;16;17;;23.14;22.06;15.62;16.77;14.47;9.68;2.55;3.56;3.25;3.22
752;Tüscherz-Alfermée;0.0;242;16;5;371;14.72;21.01;16.42;13.35;21.36;25.37;15.40;35.83;0.00;0.00
943;Uebeschi;692.0;247;24;15;;31.34;30.06;25.28;31.66;35.39;27.18;29.27;27.51;29.34;23.89
944;Uetendorf;5946.0;247;24;12;942;29.65;24.68;28.05;28.64;26.74;20.76;19.47;19.17;15.58;16.81
945;Unterlangenegg;903.0;247;24;21;;81.34;79.70;66.82;57.15;40.32;33.05;26.31;27.03;29.97;22.94
593;Unterseen;5487.0;250;11;12;;73.60;70.69;63.09;54.00;44.46;37.32;31.91;29.96;25.79;30.67
343;Untersteckholz;0.0;244;2;21;;57.38;65.04;66.85;66.45;23.27;29.51;14.94;19.27;0.00;0.00
344;Ursenbach;908.0;244;2;19;;40.62;25.35;20.42;16.81;24.14;22.31;10.45;11.87;8.93;6.45
551;Urtenen;5665.0;246;9;9;351;38.53;37.06;35.40;28.05;28.52;27.55;23.39;24.73;21.10;20.24
885;Uttigen;1809.0;247;22;14;942;20.05;25.26;19.05;19.02;35.61;29.81;34.76;31.24;27.92;27.17
552;Utzenstorf;4123.0;245;9;17;;29.55;25.75;25.37;17.74;17.04;12.32;12.83;14.00;14.23;18.20
447;Vauffelin;411.0;241;7;14;371;51.89;66.77;62.63;39.64;41.39;30.71;23.95;23.83;40.80;24.38
359;Vechigen;4653.0;246;3;11;351;21.98;21.20;19.37;19.65;16.81;16.99;15.60;23.71;17.94;16.60
448;Villeret;895.0;241;7;18;;79.49;50.05;40.82;36.43;32.70;66.78;78.65;77.08;56.76;76.19
502;Vinelz;821.0;243;8;15;;35.58;31.76;33.81;27.91;26.65;23.12;17.24;16.01;16.32;15.35
946;Wachseldorn;232.0;247;24;21;;82.42;144.51;81.32;60.37;75.05;64.75;69.22;45.71;54.12;47.27
854;Wahlern;0.0;246;21;4;;35.22;30.89;29.06;28.39;26.02;21.90;20.73;18.70;17.16;0.00
888;Wald;1191.0;246;22;8;;0.00;0.00;16.95;19.04;15.70;16.57;13.43;15.19;9.54;12.15
626;Walkringen;1828.0;246;12;20;;95.59;83.43;82.42;64.00;63.20;57.46;54.20;46.41;59.55;56.35
990;Walliswil b.N.;204.0;244;26;16;;6.48;3.30;2.09;2.41;3.81;2.25;10.53;1.80;2.97;1.14
991;Walliswil b.W.;567.0;244;26;15;;69.02;93.99;75.09;62.72;63.06;42.51;37.14;35.07;33.70;35.80
754;Walperswil;938.0;243;16;19;;42.02;52.31;36.13;19.06;11.36;4.18;6.51;5.91;7.40;13.01
959;Walterswil;539.0;244;25;21;;35.70;29.12;32.72;27.74;17.74;22.64;17.68;25.01;17.98;15.90
992;Wangen a.A.;2088.0;244;26;17;;22.56;27.31;29.98;23.34;20.85;20.50;16.15;14.48;12.00;13.82
993;Wangenried;395.0;244;26;16;;47.52;43.14;40.50;37.31;34.49;37.23;32.54;29.96;29.54;31.10
994;Wanzwil;0.0;244;26;18;;5.21;2.83;4.99;6.05;2.32;2.80;3.57;0.00;0.00;0.00
886;Wattenwil;2692.0;247;22;17;;66.97;67.40;66.85;48.88;47.52;41.66;41.01;40.81;44.17;40.59
394;Wengi;612.0;243;5;20;;33.45;25.72;24.84;20.64;15.99;13.70;38.33;6.49;8.86;8.15
632;Wichtrach;4018.0;246;12;10;351;0.00;0.00;14.38;13.77;14.67;11.32;10.03;12.26;6.91;7.72
995;Wiedlisbach;2191.0;244;26;8;;41.81;30.84;29.15;23.05;20.88;18.15;17.50;23.89;21.47;23.32
553;Wiggiswil;100.0;246;9;21;;1.63;2.69;0.50;1.17;4.67;6.94;8.72;0.41;1.36;0.68
594;Wilderswil;2487.0;250;11;6;;48.76;47.16;47.56;46.47;46.47;40.01;33.97;33.86;29.49;28.26
554;Wiler b.U.;817.0;245;9;15;;6.15;5.20;5.66;6.31;4.68;4.05;2.19;2.42;3.17;5.62
671;Wileroltigen;390.0;246;14;21;;35.71;30.75;26.47;22.98;25.56;23.32;17.60;23.61;20.18;19.87
423;Willadingen;201.0;245;6;15;;4.16;3.94;4.76;4.26;4.73;4.68;6.60;5.01;6.05;5.37
769;Wimmis;2413.0;249;17;17;;32.31;44.53;38.33;35.21;27.79;35.50;40.58;53.49;30.03;23.77
360;Wohlen b.B.;8877.0;246;3;11;351;33.42;26.08;24.80;21.39;23.66;21.53;20.36;19.07;17.80;13.88
996;Wolfisberg;198.0;244;26;16;;38.53;5.22;7.56;6.75;5.29;4.92;6.52;5.99;7.10;5.35
627;Worb;11236.0;246;12;10;351;32.85;22.62;23.09;17.55;18.71;15.25;16.26;19.52;22.61;26.21
755;Worben;2288.0;243;16;8;371;29.65;24.39;22.81;25.54;28.09;30.97;23.14;26.43;26.64;24.30
345;Wynau;1551.0;244;2;15;;59.51;61.64;55.83;46.17;51.50;42.26;32.42;34.14;50.67;50.79
424;Wynigen;2014.0;245;6;20;;58.05;57.72;55.70;65.54;42.23;57.20;30.65;29.02;26.48;26.75
960;Wyssachen;1161.0;244;25;19;;61.73;49.95;40.73;41.28;37.82;32.26;8.90;8.52;8.29;4.41
555;Zauggenried;316.0;246;9;20;;4.06;8.88;5.35;4.69;5.93;6.03;5.68;5.15;4.40;5.09
556;Zielebach;329.0;245;9;14;;33.03;35.47;41.42;34.39;32.70;22.42;6.50;4.28;5.26;5.49
887;Zimmerwald;0.0;246;22;21;;89.67;80.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
361;Zollikofen;9792.0;246;3;9;351;19.73;20.82;18.79;15.08;13.93;10.47;8.13;7.46;4.98;4.36
557;Zuzwil;578.0;246;9;15;;15.27;23.51;13.33;11.38;12.51;10.94;9.65;18.88;17.77;15.97
794;Zweisimmen;2998.0;248;19;4;;49.77;32.96;32.83;25.98;27.76;25.39;21.93;23.81;25.03;20.33
947;Zwieselberg;280.0;247;24;16;;155.43;115.57;95.16;134.79;87.49;80.72;78.71;99.81;89.64;86.26
628;Zäziwil;1591.0;246;12;15;;52.60;52.11;43.52;38.43;25.40;17.12;15.11;12.96;6.44;6.78

