K5 BVA Bruttoverschuldungsanteil;;;;;;;;;
Die Bruttoschulden (inkl. Sonderrechnungen) werden in Prozent des Finanzertrages dargestellt.
Damit wird die Verschuldungssituation ersichtlich. Die Verschuldung wird als kritisch eingestuft,
wenn die Schwelle von 200 % überschritten wird.


BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [PROZ];2003 [PROZ];2004 [PROZ];2005 [PROZ];2006 [PROZ];2007 [PROZ];2008 [PROZ];2009 [PROZ];2010 [PROZ];2011 [PROZ]
928;Heimberg;6365.0;247;24;12;942;49.0;32.5;31.9;18.5;12.0;6.3;1.5;1.5;1.3;1.1
977;Heimenhausen;1016.0;244;26;15;;19.8;2.0;1.9;2.0;1.3;2.3;2.1;1.1;1.2;1.2
407;Heimiswil;1636.0;245;6;21;;43.7;24.6;27.0;29.1;25.5;28.0;31.6;29.8;29.6;28.0
408;Hellsau;192.0;245;6;19;;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00
610;Herbligen;551.0;246;12;16;;70.1;52.9;42.4;29.2;52.3;55.6;41.9;7.5;9.4;8.6
978;Hermiswil;96.0;244;26;20;;3.2;6.0;4.2;4.6;2.2;4.8;5.4;4.0;3.9;3.3
737;Hermrigen;262.0;243;16;16;;33.6;57.4;54.9;51.5;56.8;23.3;0.00;0.00;0.00;0.00
979;Herzogenbuchsee;6795.0;244;26;4;;62.3;59.8;49.0;46.2;10.2;19.2;11.2;0.1;0.1;0.3
929;Hilterfingen;3998.0;247;24;13;942;95.4;89.6;82.4;78.9;46.7;40.5;42.3;26.4;26.8;14.5
409;Hindelbank;2094.0;245;6;17;;12.6;10.6;22.2;14.9;12.8;11.0;9.8;7.3;5.4;6.0
580;Hofstetten b.B.;567.0;250;11;17;;99.2;90.2;74.6;73.8;62.4;58.9;56.3;42.9;36.6;31.9
931;Homberg;502.0;247;24;21;;144.5;144.2;131.3;116.3;82.1;74.3;72.1;44.7;40.8;31.4
932;Horrenbach-Buchen;259.0;247;24;21;;21.3;19.0;18.1;15.7;15.7;14.7;32.2;13.7;10.0;8.4
954;Huttwil;4726.0;244;25;18;;71.6;59.7;84.5;67.6;28.3;35.9;38.4;30.3;26.5;21.9
609;Häutligen;239.0;246;12;21;;227.1;172.3;200.9;205.2;129.5;186.0;171.6;178.0;150.6;157.1
410;Höchstetten;258.0;245;6;19;;115.3;97.2;74.4;66.4;42.7;35.1;39.0;44.4;37.3;0.00
930;Höfen;441.0;247;24;16;;249.7;287.5;287.6;209.2;172.4;161.6;176.7;139.4;81.8;66.7
541;Iffwil;409.0;246;9;20;;2.5;1.8;1.8;2.0;2.0;1.7;1.2;1.2;1.1;0.9
980;Inkwil;638.0;244;26;15;;4.1;17.3;16.8;16.5;0.1;0.2;0.2;0.2;0.2;0.2
784;Innertkirchen;886.0;250;18;19;;71.4;57.6;55.1;59.0;56.8;49.9;47.1;58.2;53.0;61.2
496;Ins;3260.0;243;8;20;;74.3;72.1;66.2;67.0;42.6;58.1;71.9;69.8;66.5;71.0
581;Interlaken;5481.0;250;11;6;;98.1;95.9;100.1;113.3;106.0;107.1;96.9;92.6;101.8;108.6
739;Ipsach;3913.0;242;16;13;371;101.0;98.7;146.2;108.8;105.3;94.0;83.4;84.4;72.7;76.9
582;Iseltwald;432.0;250;11;20;;56.0;46.2;46.5;52.1;40.1;37.5;33.5;27.4;19.5;16.6
362;Ittigen;11006.0;246;3;9;351;34.7;56.5;69.5;46.5;44.9;27.8;20.0;9.6;6.7;1.7
868;Jaberg;258.0;246;22;15;;131.2;153.0;196.6;177.7;185.7;145.0;181.1;211.6;188.1;157.7
540;Jegenstorf;4680.0;246;9;10;351;78.0;67.9;58.3;51.7;68.2;59.9;57.5;46.0;55.4;70.7
738;Jens;681.0;243;16;15;;134.4;146.2;145.5;133.9;105.8;106.0;90.0;97.2;96.0;107.8
304;Kallnach;1563.0;243;1;19;;53.5;59.9;38.9;20.8;20.2;18.2;13.2;12.8;12.0;26.3
564;Kandergrund;810.0;249;10;8;;50.4;49.4;8.9;7.1;15.1;43.7;66.4;72.9;58.4;80.1
565;Kandersteg;1261.0;249;10;6;;123.8;88.8;82.3;78.8;55.8;43.7;28.2;27.5;24.3;23.6
305;Kappelen;1278.0;243;1;19;;45.5;56.1;44.8;47.3;49.9;39.5;43.9;35.4;42.7;45.5
869;Kaufdorf;1034.0;246;22;11;351;187.2;138.8;109.4;82.6;54.5;43.7;43.5;44.3;44.4;59.8
870;Kehrsatz;3964.0;246;22;10;351;67.2;31.3;32.3;46.9;49.4;32.5;23.1;25.1;25.3;24.9
411;Kernenried;449.0;245;6;15;;3.4;4.2;5.4;6.0;5.8;5.0;5.8;5.4;5.5;6.5
871;Kienersrüti;52.0;247;22;21;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32.0;20.3
611;Kiesen;857.0;246;12;15;;56.9;52.5;49.6;46.8;45.8;43.4;36.6;36.4;28.4;30.9
412;Kirchberg;5613.0;245;6;12;404;78.3;64.2;68.3;75.9;66.3;59.5;49.9;46.2;30.6;27.4
872;Kirchdorf;814.0;246;22;20;;75.7;71.8;73.6;66.6;54.2;76.6;71.9;66.2;53.1;37.1
873;Kirchenthurnen;271.0;246;22;15;;1.6;1.4;1.3;1.3;1.4;1.2;1.3;1.4;1.5;1.4
354;Kirchlindach;2815.0;246;3;11;351;43.9;54.0;60.8;32.3;26.0;23.1;16.6;17.4;16.4;17.8
328;Kleindietwil;0.0;244;2;19;;92.2;78.5;71.8;39.0;1.0;3.0;2.6;3.9;1.4;0.00
612;Konolfingen;4739.0;246;12;9;351;24.4;54.1;46.3;47.1;50.9;48.8;29.0;14.7;5.4;5.6
413;Koppigen;2070.0;245;6;17;;109.0;85.9;77.5;70.9;44.1;25.9;37.2;33.0;43.5;30.8
