K40 PPKG NettoA pro Km Gemeindestrassen;;;;;;;;;
Kurzbeschrieb: Nettoaufwand Gemeindestrassen (Funktion 620) dividiert durch
die Strassenlänge Klassen I - III.



BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [SFR];2003 [SFR];2004 [SFR];2005 [SFR];2006 [SFR];2007 [SFR];2008 [SFR];2009 [SFR];2010 [SFR];2011 [SFR]
491;Brüttelen;577.0;243;8;21;;4878.12;6017.27;7350.97;3421.73;2849.66;3654.91;4525.70;4723.78;6201.57;4482.45
923;Buchholterberg;1531.0;247;24;19;;2345.38;3585.81;3849.44;3719.87;3196.30;1981.27;2362.93;3473.05;3441.95;2506.76
404;Burgdorf;15549.0;245;6;3;404;62142.30;64374.48;63434.66;62476.02;15364.00;15431.71;55.72;286.82;0.00;163.27
863;Burgistein;1026.0;247;22;16;;14429.28;14043.46;17405.76;15400.67;16763.25;16865.83;11112.22;14312.32;14816.99;11894.63
384;Busswil b.B.;0.0;243;5;14;371;10212.25;10601.50;15853.40;13477.14;5636.75;3721.22;8041.06;12502.63;9030.26;0.00
325;Busswil b.M.;201.0;244;2;20;;1532.59;5224.92;1722.85;438.98;1067.32;-2293.44;1353.67;1446.42;1611.20;915.13
403;Bäriswil;1005.0;246;6;11;351;20590.44;21063.53;28545.76;19783.64;20596.26;16209.76;20477.29;20896.01;19220.25;12726.73
533;Bätterkinden;3171.0;245;9;15;;12940.17;10367.85;13304.32;13224.99;13937.92;13068.82;13601.72;15019.91;22862.72;15176.43
682;Bévilard;1681.0;241;15;18;;27430.48;27613.42;23949.10;24637.16;17830.12;23913.34;21374.87;24524.18;14373.99;11826.10
572;Bönigen;2447.0;250;11;7;;23966.73;21872.43;24008.12;22597.14;21252.94;22556.14;22480.64;23577.46;20647.64;23426.22
382;Büetigen;827.0;243;5;15;;3034.26;4013.16;3064.98;3688.47;5470.34;3486.19;-4776.71;-16847.98;-10505.67;-17123.14
734;Bühl;419.0;243;16;16;;7727.01;8078.77;6361.46;4641.33;7782.41;7630.63;18884.12;3330.90;3084.79;4185.46
383;Büren a.A.;3295.0;243;5;17;;13786.38;19429.11;13508.09;14566.16;11086.45;16133.23;13565.69;20763.19;19995.01;15662.71
534;Büren z.H.;468.0;246;9;15;;9214.82;5178.20;8774.04;10500.28;11922.78;9537.59;8160.50;8806.64;12110.14;5644.91
683;Champoz;162.0;241;15;21;;20.83;-948.50;-158.66;-2384.03;-1720.75;-1164.82;-693.36;-1046.26;-1905.74;-2596.29
684;Châtelat;113.0;241;15;21;;2339.59;2134.78;2080.73;4937.44;4908.99;9887.47;1925.60;633.21;1327.99;-1865.22
661;Clavaleyres;49.0;246;14;21;;1895.38;-1282.48;-1908.09;-1538.80;-1944.51;-2955.23;-1837.20;-586.14;1113.15;2097.78
687;Corcelles;214.0;241;15;15;;7147.20;2284.33;1604.17;-2449.20;1800.02;-1063.51;2635.92;1964.05;2103.74;-744.43
431;Corgémont;1551.0;241;7;18;;8233.19;10381.90;10396.65;9901.32;6958.36;6824.07;8833.73;10916.62;8856.65;8268.47
432;Cormoret;495.0;241;7;15;;5082.50;6090.41;4858.36;6922.69;4142.49;3694.43;3276.20;6583.64;4199.41;3071.89
433;Cortébert;697.0;241;7;15;;5423.25;5303.37;5222.53;7321.99;3482.87;6925.84;3688.68;3320.28;3968.36;3339.30
690;Court;1390.0;241;15;18;;6276.75;7392.14;4964.73;5365.15;3568.13;3081.96;4418.15;3655.45;6538.75;3222.25
434;Courtelary;1283.0;241;7;18;;4879.94;8417.58;4810.46;5907.60;7343.17;5773.60;7760.93;13832.87;10491.42;10716.57
691;Crémines;550.0;241;15;18;;5564.36;3148.20;2258.53;134.65;3591.04;949.44;1520.38;4203.08;1352.92;-166.93
535;Deisswil b.M.;97.0;246;9;15;;342.17;-51.48;-30.77;-128.04;-764.08;-1711.29;-3705.21;-1543.48;-1589.52;-1766.50
536;Diemerswil;199.0;246;9;11;351;1407.37;1564.92;10686.02;1562.20;4484.36;-425.79;-1649.81;3761.56;-667.86;-128.54
762;Diemtigen;2140.0;249;17;21;;-796.23;-770.51;-759.85;-711.23;-838.20;-759.54;-1073.80;-1633.05;-1527.50;-1818.50
385;Diessbach b.B.;923.0;243;5;15;;12999.29;18487.71;16923.38;11842.12;10662.00;2098.86;8245.68;9762.30;8560.18;6105.36
721;Diesse;443.0;241;13;17;;14401.79;12267.34;4390.81;6945.15;2639.56;4866.20;4751.84;3759.05;5435.45;4021.46
386;Dotzigen;1358.0;243;5;15;;12596.52;12509.10;15382.07;12811.95;18346.34;13700.10;12691.33;7383.12;5583.57;290.73
575;Därligen;416.0;250;11;15;;19649.59;31377.58;14227.21;9476.68;13817.68;13560.96;11646.19;10325.03;15746.70;16990.44
761;Därstetten;833.0;249;17;19;;3559.49;4355.89;3104.73;2968.56;4040.01;3958.73;2098.85;3215.57;4517.68;3414.86
952;Dürrenroth;1064.0;245;25;21;;4170.80;6125.82;6844.08;7222.88;4254.05;4663.04;4797.35;5170.03;6873.22;3338.21
901;Eggiwil;2453.0;245;23;21;;3952.45;4618.64;4343.92;2394.33;2123.51;3102.77;1514.66;2403.75;3874.80;1567.13
864;Englisberg;0.0;246;22;8;;2285.77;8976.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
735;Epsach;341.0;243;16;16;;3027.51;2389.62;1140.69;662.32;-225.47;2940.37;-2996.70;760.56;485.65;-181.36
953;Eriswil;1347.0;244;25;19;;5121.47;6607.93;7003.45;6631.30;4249.61;940.62;5841.10;7825.35;7745.27;8838.82
924;Eriz;496.0;247;24;21;;4600.81;1851.34;1650.58;2979.27;2547.46;799.25;1349.74;8546.83;5198.53;1307.85
492;Erlach;1278.0;243;8;17;;26965.03;24843.22;13858.30;31763.17;40952.11;50500.57;45180.53;65773.32;56580.92;36567.81
763;Erlenbach i.S.;1695.0;249;17;20;;2019.31;3781.12;2959.18;1686.67;1777.86;5637.93;3637.40;3717.94;5493.87;1163.35
405;Ersigen;1589.0;245;6;19;;8683.43;8279.74;7163.37;6618.88;6325.50;7006.31;11287.49;14671.71;11191.79;12471.67
692;Eschert;377.0;241;15;19;;3709.87;4346.84;2536.10;3382.98;3730.73;6196.28;857.01;4056.46;3164.80;2292.42
537;Etzelkofen;289.0;246;9;18;;2965.43;1160.32;1787.56;6324.99;-712.63;-68.12;-527.70;1316.98;2773.17;191.23
372;Evilard;2424.0;242;4;5;371;29349.96;34974.38;36337.24;36446.19;31782.48;35348.76;31357.28;61326.02;57786.11;27067.20
925;Fahrni;741.0;247;24;20;;6922.65;9452.55;8435.82;8074.99;4071.23;4011.82;5219.16;5916.04;5053.99;6104.90
975;Farnern;209.0;244;26;15;;717.41;533.25;2981.99;-708.43;-2422.12;-18.19;-2540.64;-591.63;177.35;-1254.77
662;Ferenbalm;1270.0;246;14;15;;4528.56;4623.67;3037.95;2736.24;2675.73;1823.21;2646.78;1460.85;2521.02;3232.30
493;Finsterhennen;501.0;243;8;20;;108.73;-223.22;-91.12;-196.33;-1642.32;-961.05;-929.70;-880.93;196.62;-950.24
926;Forst;0.0;247;24;15;;1557.36;3275.90;4461.28;2629.74;4487.55;0.00;0.00;0.00;0.00;0.00
948;Forst-Längenbühl;704.0;247;24;19;;0.00;0.00;0.00;0.00;0.00;2044.08;6578.88;1540.73;4115.43;458.91
538;Fraubrunnen;1791.0;246;9;11;351;11416.15;10861.67;12577.17;14269.96;14580.19;15905.36;15311.86;17055.15;11909.52;14006.54
663;Frauenkappelen;1256.0;246;14;11;351;14992.90;15593.37;13588.67;11608.48;11711.59;11747.29;10330.00;11375.45;13080.93;13935.46
607;Freimettigen;424.0;246;12;15;;4198.17;3495.52;2626.18;2909.43;-1029.48;-535.36;-71.52;1478.26;3142.99;1383.18
563;Frutigen;6703.0;249;10;4;;13360.98;11965.15;9403.08;10164.75;13106.91;11300.08;14136.40;17426.67;13015.46;11839.51
781;Gadmen;229.0;250;18;22;;969.63;1926.86;1481.12;1617.59;-66.25;963.54;1964.94;3162.39;2718.05;4404.55
494;Gals;729.0;243;8;20;;1155.86;2708.45;2374.82;942.66;498.75;6372.33;983.92;3090.75;605.51;4117.09
495;Gampelen;791.0;243;8;17;;3360.94;2816.36;3645.78;3331.86;2067.44;868.79;-289.20;1158.17;2742.94;107.26
865;Gelterfingen;242.0;246;22;21;;6420.72;7382.58;9114.11;8094.41;6520.20;6786.90;9166.03;9140.94;19003.59;9547.17
866;Gerzensee;1134.0;246;22;20;;11714.58;10947.69;13535.01;15980.84;13623.19;8625.27;9691.59;13273.55;11021.90;11610.03
664;Golaten;303.0;246;14;21;;2863.50;5287.34;1720.00;7803.56;4501.11;8997.80;5153.90;11733.12;10644.95;10056.71
326;Gondiswil;724.0;244;2;19;;5258.96;5141.78;5636.19;5895.43;5019.68;2855.13;3418.79;7090.85;7744.56;4610.90
976;Graben;291.0;244;26;15;;2898.92;2876.14;3583.68;1548.65;-140.54;-122.58;469.13;2551.93;2314.97;1089.85
539;Grafenried;976.0;246;9;11;351;3077.76;5247.30;4062.79;3691.64;3435.07;3700.59;4589.68;6115.69;5174.81;5855.23
694;Grandval;351.0;241;15;18;;5371.07;3954.92;1911.61;-1555.95;110.25;79.25;399.58;1273.50;2622.63;1656.41
576;Grindelwald;4040.0;250;11;6;;20066.79;17191.10;16138.42;26450.89;24762.86;23338.04;24848.01;29782.50;23599.14;20370.26
303;Grossaffoltern;2812.0;243;1;15;;10266.07;10227.63;11037.57;9552.42;9167.77;9565.71;5690.05;8468.37;8512.61;7076.34
608;Grosshöchstetten;3289.0;246;12;11;351;19107.53;22503.29;22085.36;17647.62;22110.55;21251.72;26399.92;31679.08;31226.22;26859.99
841;Gsteig;986.0;248;20;20;;-8651.16;2458.56;1900.13;1378.97;2346.71;-260.50;1008.00;3830.02;1582.42;-1344.29
577;Gsteigwiler;430.0;250;11;14;;13946.54;6673.95;17100.48;29633.45;17093.82;14618.04;21975.90;23088.20;15534.47;14963.84
852;Guggisberg;1585.0;246;21;21;;8096.88;8595.53;7476.53;9669.62;5649.70;6600.27;7559.33;8631.36;13685.05;11187.98
665;Gurbrü;245.0;246;14;21;;627.60;2157.87;1103.68;308.24;1639.01;106.49;706.86;2242.94;5240.13;3696.52
867;Gurzelen;798.0;247;22;19;;1720.62;3195.37;1261.66;2537.88;2787.20;2021.16;650.70;3051.88;4003.84;3512.61
327;Gutenburg;0.0;244;2;15;;3166.89;10139.73;12801.76;2034.43;20680.32;0.00;0.00;0.00;0.00;0.00
782;Guttannen;321.0;250;18;7;;4988.45;6762.19;8377.41;7276.03;5012.29;4415.79;7634.95;10390.22;8039.54;5258.45
578;Gündlischwand;284.0;250;11;17;;24808.98;31730.79;53211.60;50782.38;63355.32;3261.88;33508.95;47278.51;16908.37;18550.09
579;Habkern;640.0;250;11;21;;3919.35;5214.65;3519.00;3143.55;2025.68;1204.69;2399.77;2989.13;1903.07;1707.54
736;Hagneck;415.0;243;16;15;;6020.77;8406.78;9122.98;10410.56;5246.53;3053.42;5552.04;7264.07;6620.08;7311.25
406;Hasle b.B.;3170.0;245;6;16;;14545.51;15927.87;14987.73;14373.13;12541.95;11302.63;15224.48;18645.09;17108.78;15192.25
783;Hasliberg;1229.0;250;18;6;;8333.02;11791.22;6282.33;11494.30;5748.33;2263.33;7767.86;8278.38;6981.71;7635.21
927;Heiligenschwendi;675.0;247;24;7;;26225.68;30072.24;16689.55;16661.15;13142.25;12098.36;14909.09;23539.65;22239.86;19078.53
928;Heimberg;6365.0;247;24;12;942;24605.52;27637.26;25172.40;24453.04;25080.73;23330.78;24835.42;29964.47;30817.02;26621.56
977;Heimenhausen;1016.0;244;26;15;;268.81;-232.76;-1123.89;585.28;-1274.82;3247.19;9889.80;-557.50;970.43;2104.25
407;Heimiswil;1636.0;245;6;21;;9443.41;9298.43;10508.52;12384.13;13426.67;14569.57;13097.55;16598.68;15479.27;11430.35
408;Hellsau;192.0;245;6;19;;3156.87;4915.09;6061.60;2546.04;1191.56;3250.82;-994.88;-212.71;6851.34;55.89
610;Herbligen;551.0;246;12;16;;6568.73;6575.84;8187.00;4392.09;5807.04;7067.91;5562.55;9592.03;2203.66;1709.03
978;Hermiswil;96.0;244;26;20;;955.95;7472.64;10363.40;484.65;8735.79;4359.72;1166.69;9056.84;5182.31;10387.40
737;Hermrigen;262.0;243;16;16;;34.38;2533.45;1037.07;2735.99;2401.07;-326.58;4114.09;2990.69;4211.49;4010.45
