K42 NPE NettoA pro Einwohner;;;;;;;;;
Kurzbeschrieb: Total Aufwand Laufende Rechnung ohne durchlaufende Beiträge (37), interne
Verrechnungen (39), übrige Abschreibungen (332) und Finanzausgleich (920.361) minus
Total Ertrag Laufende Rechnung ohne Steuern (40), Benützungsgebühren (434),
Verkaufserlöse (435) und Finanzausgleich (920.444) dividiert durch die Einwohnerzahl.

BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [SFR];2003 [SFR];2004 [SFR];2005 [SFR];2006 [SFR];2007 [SFR];2008 [SFR];2009 [SFR];2010 [SFR];2011 [SFR]
574;Brienzwiler;511.0;250;11;17;;3557.90;3618.96;3136.33;2515.88;3356.44;2972.53;3321.71;2392.61;3477.65;2832.16
733;Brügg;4155.0;242;16;12;371;3704.24;3540.76;3940.27;3568.89;3827.16;3345.08;4358.75;4215.52;4211.12;4108.88
491;Brüttelen;577.0;243;8;21;;1534.68;2236.56;2231.65;2423.50;2432.43;2296.23;2534.79;2591.80;2426.51;2728.52
923;Buchholterberg;1531.0;247;24;19;;2113.76;2140.03;2162.41;2272.21;2029.06;1915.18;2394.03;2442.47;2368.18;2332.63
404;Burgdorf;15549.0;245;6;3;404;1962.26;1664.76;1936.31;1924.45;2724.77;2733.95;2834.85;2746.63;2653.83;2511.80
863;Burgistein;1026.0;247;22;16;;2190.23;2158.90;2198.79;2192.47;2260.26;2177.70;2320.36;1428.48;1461.38;2428.55
384;Busswil b.B.;0.0;243;5;14;371;2186.02;1994.59;1946.63;2029.16;2007.42;2121.60;2248.50;2210.27;2080.15;0.00
325;Busswil b.M.;201.0;244;2;20;;2576.67;2391.88;2678.72;2831.34;-963.32;1882.65;2562.42;2575.63;2501.72;2636.33
403;Bäriswil;1005.0;246;6;11;351;2534.48;2591.28;2349.00;2490.45;2593.27;2495.23;2543.67;654.97;2741.85;2664.71
533;Bätterkinden;3171.0;245;9;15;;1971.75;1808.84;2034.76;1964.35;2007.92;2137.61;2256.17;2237.59;2302.80;2208.90
682;Bévilard;1681.0;241;15;18;;2506.92;2525.57;2747.52;2421.69;2651.37;2593.06;2900.63;2418.90;2716.65;2410.03
572;Bönigen;2447.0;250;11;7;;2284.76;2277.19;2160.08;2299.88;2321.71;2325.93;2530.68;2466.83;2464.84;2597.00
382;Büetigen;827.0;243;5;15;;2589.91;2375.87;2419.31;2300.38;2369.41;2506.58;2576.88;2598.41;2641.83;2494.04
734;Bühl;419.0;243;16;16;;2304.20;2177.80;2289.47;2409.28;2513.47;2127.21;2453.70;2182.22;2243.37;2566.24
383;Büren a.A.;3295.0;243;5;17;;2258.60;2149.97;2346.75;2319.68;1539.46;2274.27;2452.28;2574.04;2452.45;2533.52
534;Büren z.H.;468.0;246;9;15;;2242.85;2745.40;2965.00;2688.42;2438.89;2686.67;3040.74;2578.65;2613.66;2647.71
683;Champoz;162.0;241;15;21;;2051.21;2273.79;2896.86;1977.83;1334.02;2056.87;2676.88;2397.78;993.26;2241.06
684;Châtelat;113.0;241;15;21;;1925.21;1440.81;1628.46;2453.93;2138.16;2846.65;2758.83;2697.88;2588.28;2872.61
661;Clavaleyres;49.0;246;14;21;;2032.00;2199.41;1319.71;2092.00;2175.50;2850.63;2366.16;2236.31;2890.73;2996.02
687;Corcelles;214.0;241;15;15;;2109.63;2312.16;2572.95;2359.31;2444.07;2529.55;3182.61;2850.27;2613.03;2795.35
431;Corgémont;1551.0;241;7;18;;2250.37;2285.46;2249.27;2388.25;655.15;2671.41;3197.57;2516.41;2422.14;3267.96
432;Cormoret;495.0;241;7;15;;2621.51;2540.63;2397.12;2718.74;2581.86;2546.96;2547.13;2629.27;2723.99;2631.81
