K6 IA Investitionsanteil;;;;;;;;;
Die Bruttoinvestitionen werden in Prozent der konsolidierten Ausgaben dargestellt. Damit
wird ersichtlich, wie hoch der Anteil der Bruttoinvestitionen an den konsolidierten Ausgaben ist.
Die Kennzahl zeigt die Aktivität im Bereich der Investitionen und/oder die Zunahme der
Nettoverschuldung, sie sagt jedoch alleine nichts über die finanzielle Situation der Gemeinde aus.

BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [PROZ];2003 [PROZ];2004 [PROZ];2005 [PROZ];2006 [PROZ];2007 [PROZ];2008 [PROZ];2009 [PROZ];2010 [PROZ];2011 [PROZ]
607;Freimettigen;424.0;246;12;15;;4.6;3.2;11.8;18.3;11.4;9.4;5.7;12.1;28.7;29.2
563;Frutigen;6703.0;249;10;4;;9.9;9.5;9.0;6.4;12.9;9.2;10.4;10.1;11.2;16.4
781;Gadmen;229.0;250;18;22;;12.5;5.5;7.5;1.6;7.4;6.5;37.0;19.3;26.5;47.6
494;Gals;729.0;243;8;20;;21.4;4.4;0.9;1.8;0.4;2.2;6.5;10.7;7.4;22.7
495;Gampelen;791.0;243;8;17;;34.6;4.7;3.8;1.3;0.00;6.9;3.5;4.9;2.9;12.4
865;Gelterfingen;242.0;246;22;21;;8.0;2.8;5.7;18.6;5.8;1.4;48.0;14.2;6.1;47.3
866;Gerzensee;1134.0;246;22;20;;40.6;16.8;18.7;15.3;13.0;38.4;10.4;34.4;18.3;16.1
664;Golaten;303.0;246;14;21;;13.2;9.6;2.3;5.3;0.5;19.6;21.0;12.0;3.8;4.2
326;Gondiswil;724.0;244;2;19;;1.8;5.9;36.2;16.9;2.6;9.2;10.8;21.4;16.6;15.4
976;Graben;291.0;244;26;15;;18.7;13.9;10.8;63.9;9.1;3.4;1.5;29.2;7.7;18.9
539;Grafenried;976.0;246;9;11;351;4.1;8.7;41.7;30.8;13.5;10.4;27.3;13.6;23.2;25.1
694;Grandval;351.0;241;15;18;;0.00;0.00;0.00;0.00;23.7;8.5;1.4;0.6;0.6;9.7
576;Grindelwald;4040.0;250;11;6;;18.9;15.7;19.4;31.5;17.8;25.2;15.1;20.1;32.4;39.8
303;Grossaffoltern;2812.0;243;1;15;;2.6;8.1;5.6;7.0;7.7;8.8;11.4;20.8;18.5;17.8
608;Grosshöchstetten;3289.0;246;12;11;351;7.4;6.7;7.0;6.3;8.1;9.3;14.9;31.8;18.9;7.9
841;Gsteig;986.0;248;20;20;;5.0;18.0;21.1;24.7;39.6;23.5;10.0;11.0;12.5;13.9
577;Gsteigwiler;430.0;250;11;14;;7.1;0.8;0.3;6.1;8.4;21.5;8.4;14.6;37.1;54.8
852;Guggisberg;1585.0;246;21;21;;10.3;13.6;22.4;25.6;23.0;14.6;12.4;11.9;13.7;16.4
665;Gurbrü;245.0;246;14;21;;5.9;4.1;11.0;48.9;25.9;4.1;4.7;5.1;3.6;7.7
867;Gurzelen;798.0;247;22;19;;19.4;16.7;13.4;11.1;8.4;11.2;9.5;5.4;11.1;6.8
327;Gutenburg;0.0;244;2;15;;40.0;8.7;10.4;0.0;11.1;0.00;0.00;0.00;0.00;0.00
782;Guttannen;321.0;250;18;7;;24.7;12.7;16.4;14.2;35.4;18.4;15.4;26.6;11.1;30.2
578;Gündlischwand;284.0;250;11;17;;18.6;20.7;22.3;23.6;42.4;29.7;12.8;15.8;19.2;20.8
579;Habkern;640.0;250;11;21;;19.0;16.9;33.6;33.5;30.7;35.8;36.8;20.5;26.8;22.3
736;Hagneck;415.0;243;16;15;;12.0;9.8;8.2;7.7;0.6;2.8;2.5;21.4;2.0;3.3
406;Hasle b.B.;3170.0;245;6;16;;0.00;12.4;12.8;14.6;15.0;19.6;26.0;40.3;22.7;7.2
783;Hasliberg;1229.0;250;18;6;;16.2;23.3;22.3;19.1;31.1;20.2;18.3;21.9;16.4;9.8
927;Heiligenschwendi;675.0;247;24;7;;36.2;9.8;16.3;13.6;26.3;13.3;5.3;7.0;20.2;9.2
928;Heimberg;6365.0;247;24;12;942;11.9;12.6;16.3;8.8;16.4;16.0;0.7;14.1;14.1;7.1
977;Heimenhausen;1016.0;244;26;15;;3.1;2.9;0.3;1.6;2.6;22.6;37.0;5.1;21.5;6.9
407;Heimiswil;1636.0;245;6;21;;6.4;7.0;13.0;20.6;14.8;27.1;11.8;8.7;8.1;6.5
408;Hellsau;192.0;245;6;19;;1.2;7.6;4.1;5.7;8.2;4.3;12.4;4.8;9.5;3.6
610;Herbligen;551.0;246;12;16;;2.4;1.1;2.6;8.5;16.6;12.1;1.9;5.9;25.8;23.3
978;Hermiswil;96.0;244;26;20;;0.00;3.3;5.3;0.2;7.2;9.4;28.6;11.8;7.3;19.2
737;Hermrigen;262.0;243;16;16;;8.9;9.9;19.0;48.8;24.1;3.0;6.1;12.6;17.4;11.0
979;Herzogenbuchsee;6795.0;244;26;4;;18.6;9.9;3.8;10.7;14.3;24.1;15.6;9.1;6.6;6.6
929;Hilterfingen;3998.0;247;24;13;942;14.4;0.00;9.7;9.9;11.5;10.6;7.0;7.0;8.0;15.0
409;Hindelbank;2094.0;245;6;17;;0.00;1.6;12.9;4.3;2.4;6.9;3.8;2.8;6.3;6.1
580;Hofstetten b.B.;567.0;250;11;17;;10.5;5.8;1.0;1.6;10.6;5.2;4.8;4.8;23.3;13.8
931;Homberg;502.0;247;24;21;;13.8;5.3;3.0;2.4;1.9;5.7;6.5;5.2;3.8;26.9
932;Horrenbach-Buchen;259.0;247;24;21;;37.6;8.4;7.6;14.7;0.3;5.3;19.2;6.0;7.0;17.2
954;Huttwil;4726.0;244;25;18;;0.00;38.1;11.8;14.2;13.9;17.0;16.7;23.2;13.1;13.2
609;Häutligen;239.0;246;12;21;;9.7;21.3;13.4;11.6;40.0;12.8;4.3;1.8;3.4;12.4
410;Höchstetten;258.0;245;6;19;;0.00;0.00;0.00;0.00;3.2;10.8;10.7;5.0;23.5;6.1
930;Höfen;441.0;247;24;16;;4.0;13.1;9.6;11.6;4.2;3.6;8.4;2.7;11.5;1.8
541;Iffwil;409.0;246;9;20;;24.3;10.9;8.1;2.0;10.4;17.7;13.6;11.9;1.2;4.0
980;Inkwil;638.0;244;26;15;;0.2;16.5;1.6;6.5;0.9;8.4;2.6;3.9;2.8;2.6
784;Innertkirchen;886.0;250;18;19;;19.4;2.4;12.2;12.9;17.4;12.5;13.6;17.6;19.4;29.1
496;Ins;3260.0;243;8;20;;0.00;17.9;9.4;9.0;16.5;36.4;26.3;23.4;19.0;19.3
581;Interlaken;5481.0;250;11;6;;21.2;8.4;11.2;10.9;22.0;12.1;19.4;32.0;28.7;24.0
739;Ipsach;3913.0;242;16;13;371;6.3;8.5;5.9;5.5;2.2;4.2;1.5;4.2;5.8;6.0
582;Iseltwald;432.0;250;11;20;;24.2;38.3;24.2;34.6;39.2;13.1;10.8;15.1;21.6;33.1
362;Ittigen;11006.0;246;3;9;351;16.3;12.9;8.8;5.5;14.8;14.0;7.8;5.1;8.8;12.3
868;Jaberg;258.0;246;22;15;;5.8;8.6;5.1;3.8;5.0;24.1;1.8;3.8;7.4;2.0
540;Jegenstorf;4680.0;246;9;10;351;0.00;10.2;13.6;4.6;9.8;13.0;18.9;10.9;15.9;9.4
738;Jens;681.0;243;16;15;;0.00;6.7;2.2;6.7;3.0;0.9;13.9;26.3;34.9;39.6
304;Kallnach;1563.0;243;1;19;;8.4;7.7;12.0;6.6;5.2;4.2;13.7;8.2;30.3;34.7
