K1 SFG Selbstfinanzierungsgrad;;;;;;;;;
Der Selbstfinanzierungsgrad gibt Antwort auf die Frage, wie weit die Investitionen aus
selbst erarbeiteten Mitteln bezahlt werden können. Ein Selbstfinanzierungsgrad von
unter 100 % führt zu einer Neuverschuldung, von über 100 % zu einer Entschuldung. Es handelt sich um
unbereinigte Zahlen.

BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [PROZ];2003 [PROZ];2004 [PROZ];2005 [PROZ];2006 [PROZ];2007 [PROZ];2008 [PROZ];2009 [PROZ];2010 [PROZ];2011 [PROZ]
980;Inkwil;638.0;244;26;15;;-18128.2;62.1;648.3;165.2;-39785.3;104.3;-19.5;521.3;-132.1;224.0
784;Innertkirchen;886.0;250;18;19;;154.7;552.7;294.9;190.8;132.0;98.2;126.6;70.1;169.6;46.8
496;Ins;3260.0;243;8;20;;0.00;61.7;251.4;316.3;235.0;45.1;64.1;101.0;106.3;96.1
581;Interlaken;5481.0;250;11;6;;18.3;172.7;124.2;90.5;63.6;150.1;128.4;78.0;89.8;111.4
739;Ipsach;3913.0;242;16;13;371;627.5;144.7;-83.9;88.6;-532.0;265.3;-1213.4;3038.2;212.1;43.5
582;Iseltwald;432.0;250;11;20;;246.4;117.9;222.0;107.9;107.6;248.3;577.1;300.1;248.8;181.8
362;Ittigen;11006.0;246;3;9;351;5.1;13.6;211.7;-2597.0;102.2;118.7;666.5;459.3;213.2;71.9
868;Jaberg;258.0;246;22;15;;57.0;-0.1;342.2;987.1;221.1;107.2;-899.6;-61.5;118.0;1094.1
540;Jegenstorf;4680.0;246;9;10;351;0.00;274.4;71.8;493.8;173.5;238.6;89.4;100.9;76.1;123.3
738;Jens;681.0;243;16;15;;0.00;704.0;-414.2;394.8;851.9;2861.5;164.4;56.9;38.1;19.6
304;Kallnach;1563.0;243;1;19;;364.2;73719.8;133.1;186.1;358.6;968.5;102.3;305.3;80.1;76.2
564;Kandergrund;810.0;249;10;8;;1257.1;182.1;628.1;104.2;229.8;-56.7;-19.9;-151.5;56.7;55.6
565;Kandersteg;1261.0;249;10;6;;-187.3;-2963.6;97.6;279.7;256.6;273.4;121.2;92.0;127.4;40.4
305;Kappelen;1278.0;243;1;19;;172.4;157.3;100.2;81.0;25.5;466.5;57.4;235.8;39.1;87.7
869;Kaufdorf;1034.0;246;22;11;351;197.0;1041.4;1864.7;1460.3;132.9;370.8;28605.9;158.5;532.5;29.0
870;Kehrsatz;3964.0;246;22;10;351;249.5;1644.2;37.1;-194.2;-20.1;803.6;274.9;232.1;167.1;76.2
411;Kernenried;449.0;245;6;15;;332.3;215.4;198.3;2.6;334.4;186.7;386.3;185.0;112.4;-305.9
871;Kienersrüti;52.0;247;22;21;;0.00;0.00;0.00;-54.6;0.00;0.00;0.00;0.00;0.00;0.00
611;Kiesen;857.0;246;12;15;;734.0;0.00;-727.5;-5.7;163.1;-4819.6;0.00;0.00;241.0;52.3
