K4 ZBA Zinsbelastungsanteil;;;;;;;;;
Der Zinsbelastungsanteil gibt Antwort auf die Frage, wie stark der Finanzertrag durch den
Zinsendienst belastet ist. Im Vergleich über mehrere Jahre wird die Verschuldungstendenz und
im Vergleich zu anderen Gemeinden die Verschuldungssituation erkannt.


BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [PROZ];2003 [PROZ];2004 [PROZ];2005 [PROZ];2006 [PROZ];2007 [PROZ];2008 [PROZ];2009 [PROZ];2010 [PROZ];2011 [PROZ]
694;Grandval;351.0;241;15;18;;1.9;4.9;3.6;1.8;1.1;1.4;0.0;0.2;-1.2;-0.9
576;Grindelwald;4040.0;250;11;6;;2.4;1.9;1.8;1.8;2.2;1.2;0.3;1.0;1.1;1.4
303;Grossaffoltern;2812.0;243;1;15;;-0.8;-1.2;-2.5;-3.1;-4.0;-4.0;-4.0;-2.7;-2.4;-2.2
608;Grosshöchstetten;3289.0;246;12;11;351;-0.1;-0.1;-1.0;-1.1;-0.6;-0.9;-1.1;-0.3;-0.2;-0.5
841;Gsteig;986.0;248;20;20;;-3.8;-5.6;-4.8;-3.7;-4.2;-4.0;10.8;27.0;15.6;11.1
577;Gsteigwiler;430.0;250;11;14;;7.3;2.4;1.8;1.0;2.4;1.9;0.7;0.00;-0.0;-1.4
852;Guggisberg;1585.0;246;21;21;;-1.8;-2.2;-1.5;-1.3;-1.5;-1.6;-1.6;-1.7;-1.6;-1.2
665;Gurbrü;245.0;246;14;21;;-2.0;-2.4;-3.1;-1.6;0.3;2.8;0.6;-0.2;-1.0;-1.1
867;Gurzelen;798.0;247;22;19;;-2.1;-2.9;-1.3;-1.5;-1.6;-1.0;-2.1;-1.1;-1.7;-1.6
327;Gutenburg;0.0;244;2;15;;-2.4;-1.1;-1.2;-2.8;-0.6;0.00;0.00;0.00;0.00;0.00
782;Guttannen;321.0;250;18;7;;-2.0;-3.4;-2.8;-3.7;-3.0;-3.0;-3.6;-3.8;-4.1;-3.9
578;Gündlischwand;284.0;250;11;17;;0.7;-1.3;2.1;-1.1;-2.4;-0.3;-0.3;-1.6;-2.4;-2.2
579;Habkern;640.0;250;11;21;;-0.0;-0.0;-1.4;-1.7;1.3;-1.7;2.0;1.2;0.3;-0.1
736;Hagneck;415.0;243;16;15;;3.4;2.7;1.0;0.4;0.2;-0.6;-0.8;-1.4;-1.8;-2.0
406;Hasle b.B.;3170.0;245;6;16;;2.5;2.0;1.8;1.8;1.0;1.2;0.7;1.0;0.5;0.7
783;Hasliberg;1229.0;250;18;6;;0.5;1.0;-0.1;0.1;0.2;0.8;1.4;1.4;0.3;-0.2
927;Heiligenschwendi;675.0;247;24;7;;-4.8;-5.0;-6.0;-6.0;-4.7;-5.5;-4.0;-2.7;-2.0;-3.6
928;Heimberg;6365.0;247;24;12;942;-1.3;-1.1;-1.3;-1.5;-2.7;-2.1;-1.8;-2.0;-1.8;-2.1
977;Heimenhausen;1016.0;244;26;15;;-2.4;-1.3;-2.3;-1.7;-0.5;-4.8;-3.0;-4.4;-2.2;-3.3
407;Heimiswil;1636.0;245;6;21;;0.3;-1.0;-0.7;-1.3;-1.9;0.3;-0.2;-0.8;-0.2;-0.8
408;Hellsau;192.0;245;6;19;;-1.0;-0.8;-1.7;-2.2;-2.7;-2.6;-2.9;-3.0;-2.8;-2.4
610;Herbligen;551.0;246;12;16;;-0.6;-1.5;-2.7;-1.1;-4.6;-3.0;-2.4;-1.6;-2.8;-2.4
978;Hermiswil;96.0;244;26;20;;-3.9;-7.0;-4.0;-5.0;-3.2;-11.0;-9.6;-10.0;-8.1;-5.3
737;Hermrigen;262.0;243;16;16;;-2.5;-1.8;-2.0;-2.3;-1.3;-0.4;-3.2;-3.4;-3.2;-0.6
979;Herzogenbuchsee;6795.0;244;26;4;;-2.0;-2.4;-2.2;-2.5;-1.9;-4.8;-4.8;-3.9;-3.8;-3.8
929;Hilterfingen;3998.0;247;24;13;942;-1.3;-2.3;-2.2;-2.7;0.5;-0.8;1.3;3.5;-1.3;-3.3
409;Hindelbank;2094.0;245;6;17;;-1.4;-1.5;-1.2;-0.9;-1.0;-1.4;-1.4;-1.2;-0.7;-1.2
580;Hofstetten b.B.;567.0;250;11;17;;-1.9;-1.7;-2.9;-3.8;-3.4;-2.5;-2.5;-7.9;-9.6;-12.9
931;Homberg;502.0;247;24;21;;2.5;-2.3;-2.8;-3.1;-2.6;4.0;-2.7;-1.8;-1.7;-1.5
932;Horrenbach-Buchen;259.0;247;24;21;;-2.7;-2.1;-3.8;-4.4;-4.4;-4.2;-4.0;-4.8;-3.3;-3.0
954;Huttwil;4726.0;244;25;18;;-0.5;-1.8;-4.1;-3.7;-2.0;-5.6;-0.5;-3.8;-3.8;-2.3
609;Häutligen;239.0;246;12;21;;-6.0;-4.9;-7.2;-8.2;-6.5;-10.1;-9.3;-1.2;-5.2;-7.7
410;Höchstetten;258.0;245;6;19;;9.0;2.0;0.9;0.7;-0.2;-0.3;-0.6;-1.1;-0.9;1.2
930;Höfen;441.0;247;24;16;;2.1;1.2;1.4;0.2;1.3;2.1;3.0;2.5;5.4;1.9
541;Iffwil;409.0;246;9;20;;-6.3;-13.4;-3.8;-7.4;-5.2;-4.8;-4.2;-3.2;-4.2;-3.5
980;Inkwil;638.0;244;26;15;;-1.3;-1.3;-1.6;-1.6;-1.1;-3.4;-3.3;-3.8;-2.6;-2.9
784;Innertkirchen;886.0;250;18;19;;-0.7;11.1;3.4;2.1;0.8;0.7;1.2;1.6;0.5;3.3
496;Ins;3260.0;243;8;20;;0.8;0.1;-0.6;-0.3;-1.0;-0.7;-0.1;0.5;0.5;0.2
581;Interlaken;5481.0;250;11;6;;0.9;1.3;1.3;1.2;1.4;1.0;0.7;1.1;0.2;1.2
739;Ipsach;3913.0;242;16;13;371;2.8;2.1;1.4;1.3;1.0;0.3;0.3;0.3;0.2;-0.2
582;Iseltwald;432.0;250;11;20;;-3.8;-3.6;-2.7;2.1;0.9;-4.1;-3.7;-4.0;-2.9;-3.9
362;Ittigen;11006.0;246;3;9;351;-0.3;0.5;0.4;-0.0;-0.7;-0.9;-2.0;1.7;-1.3;-1.6
868;Jaberg;258.0;246;22;15;;-3.3;-2.9;-1.0;-3.4;-4.4;-4.8;-5.0;-5.2;-5.9;-6.7
540;Jegenstorf;4680.0;246;9;10;351;1.5;1.2;0.1;-0.3;-0.1;-1.2;-1.2;-0.9;-1.6;-1.6
738;Jens;681.0;243;16;15;;5.2;4.7;4.0;3.9;2.7;2.4;2.2;2.0;1.5;2.2
304;Kallnach;1563.0;243;1;19;;-1.8;-2.3;-0.4;-2.8;-2.9;-2.5;-3.4;-2.7;-3.5;-2.9
564;Kandergrund;810.0;249;10;8;;1.2;0.1;-0.6;-1.5;1.5;-0.9;0.8;1.6;1.3;0.3
565;Kandersteg;1261.0;249;10;6;;2.7;1.4;1.1;0.8;0.4;-0.3;-0.5;-0.7;-0.5;-0.6
305;Kappelen;1278.0;243;1;19;;-0.1;2.2;1.4;-0.7;-0.0;0.5;-0.2;0.3;0.6;0.6
869;Kaufdorf;1034.0;246;22;11;351;4.6;2.8;1.8;0.7;-0.6;0.1;0.3;-0.3;-0.5;-0.7
870;Kehrsatz;3964.0;246;22;10;351;2.4;0.4;0.2;1.2;0.6;0.1;-0.2;-0.0;-0.2;-0.3
411;Kernenried;449.0;245;6;15;;-7.4;-9.6;-10.2;-10.1;-9.0;-9.2;-11.0;-8.7;-8.0;-6.6
871;Kienersrüti;52.0;247;22;21;;-5.7;-7.0;-4.8;-4.2;-3.1;-4.0;-3.0;-6.0;-6.7;-7.1
611;Kiesen;857.0;246;12;15;;-1.3;-1.2;-2.2;-2.3;-1.8;-1.7;-2.1;-2.0;-1.7;-2.9
412;Kirchberg;5613.0;245;6;12;404;1.1;1.0;0.4;0.9;-0.7;5.7;4.2;4.7;14.8;10.6
872;Kirchdorf;814.0;246;22;20;;0.6;0.0;-0.2;-0.3;0.4;0.8;0.7;0.6;0.3;-0.2
873;Kirchenthurnen;271.0;246;22;15;;-6.2;-5.2;-5.2;-5.4;-6.2;-5.5;-6.8;-7.3;-7.3;-6.8
354;Kirchlindach;2815.0;246;3;11;351;-0.1;0.0;0.2;-0.5;-0.3;-0.2;-0.4;-0.1;-0.3;-0.3
328;Kleindietwil;0.0;244;2;19;;3.6;0.6;1.6;0.3;-0.1;-1.9;-0.8;-1.5;3.8;0.00
612;Konolfingen;4739.0;246;12;9;351;-3.9;2.2;2.2;1.6;-2.8;-0.2;-2.8;-2.8;4.1;-2.6
413;Koppigen;2070.0;245;6;17;;2.9;1.6;0.7;0.5;0.2;-0.8;-0.4;-1.6;-1.4;-1.5
566;Krattigen;989.0;249;10;17;;0.2;0.5;0.1;0.1;-0.2;-0.2;-1.1;-0.4;-0.5;-0.6
414;Krauchthal;2318.0;245;6;15;;0.4;0.6;1.5;1.4;0.8;0.8;-0.0;0.5;0.1;0.9
666;Kriechenwil;410.0;246;14;20;;0.7;0.00;0.4;-0.1;-1.2;-1.4;-1.6;-0.9;-1.6;-1.5
355;Köniz;38633.0;246;3;9;351;2.1;1.9;1.6;1.6;1.4;1.0;0.8;0.9;0.6;-0.2
435;La Ferrière;545.0;241;7;19;;-3.9;-3.9;-4.0;-3.5;-3.6;-3.0;-3.8;-4.0;-3.8;-4.4
436;La Heutte;486.0;241;7;15;;2.7;1.6;1.4;3.4;-0.2;-0.9;-0.1;-0.0;0.4;0.9
723;La Neuveville;3559.0;241;13;17;;-0.7;-1.3;-0.9;-1.0;-1.4;-1.1;-2.3;-1.6;-1.9;-2.0
722;Lamboing;682.0;241;13;16;;1.7;0.6;8.3;1.5;0.8;0.9;0.4;0.1;-0.3;-1.3
613;Landiswil;628.0;246;12;21;;0.1;-2.5;-2.6;-1.9;-2.5;-2.0;-2.6;-2.7;-3.1;1.7
329;Langenthal;15017.0;244;2;3;;4.6;3.9;1.6;2.0;-0.3;-1.9;1.3;-3.9;-1.4;-1.4
902;Langnau i.E.;9018.0;245;23;3;;1.2;1.0;1.2;-0.6;-0.0;-0.3;-0.3;-0.2;-0.3;-0.1
842;Lauenen;810.0;248;20;21;;-0.1;0.6;0.7;0.6;1.1;1.0;0.7;1.2;2.1;0.7
667;Laupen;2830.0;246;14;10;351;5.7;5.2;4.2;4.1;3.4;3.0;2.3;5.1;1.7;0.8
903;Lauperswil;2680.0;245;23;19;;-0.5;-1.8;-2.7;-2.7;-2.4;-2.4;-2.6;-2.0;-1.9;0.2
584;Lauterbrunnen;2741.0;250;11;6;;0.6;0.2;0.3;-1.0;-0.7;-0.5;-0.8;-1.0;-0.4;0.0
330;Leimiswil;0.0;244;2;19;;0.7;1.0;0.7;1.2;-0.4;-0.8;-3.2;-2.4;-2.5;0.00
585;Leissigen;932.0;250;11;17;;1.0;2.1;2.0;1.6;1.8;1.9;2.0;1.5;0.9;0.9
387;Lengnau;4627.0;242;5;14;;1.6;0.3;0.1;-0.3;-0.8;0.2;-1.9;-1.1;-0.4;-0.2
792;Lenk;2419.0;248;19;6;;3.9;2.0;1.8;2.0;2.2;0.7;1.0;0.2;0.1;-1.5
388;Leuzigen;1200.0;243;5;16;;3.2;0.9;0.7;1.0;-0.0;-0.3;-0.1;-0.2;-0.3;-3.6
740;Ligerz;521.0;242;16;20;;-0.7;-0.6;-0.9;-2.8;-4.2;-4.3;-5.6;-7.2;-8.9;-9.4
542;Limpach;359.0;246;9;20;;-0.8;-3.3;-3.9;-4.7;-4.5;-5.1;-5.3;-5.8;-6.4;-6.3
614;Linden;1321.0;246;12;19;;-0.7;-0.7;-1.4;-1.0;-1.2;-1.3;-1.2;-0.4;-0.3;-0.3
874;Lohnstorf;224.0;246;22;21;;-0.7;-0.5;-0.8;-1.1;-1.1;-1.5;-1.4;-1.3;-1.2;-1.6
