K36 NPEV NettoA pro Einwohner allg. Verwaltung;;;;;;;;;
Kurzbeschrieb: Nettoaufwand Allgemeine Verwaltung (Funktion 011, 012, 029) dividiert
durch die Einwohnerzahl.



BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [SFR];2003 [SFR];2004 [SFR];2005 [SFR];2006 [SFR];2007 [SFR];2008 [SFR];2009 [SFR];2010 [SFR];2011 [SFR]
539;Grafenried;976.0;246;9;11;351;371.42;359.32;366.06;394.80;394.28;389.06;391.74;440.83;433.12;373.87
694;Grandval;351.0;241;15;18;;221.57;277.46;274.59;267.45;300.59;381.65;389.61;452.37;444.80;408.84
576;Grindelwald;4040.0;250;11;6;;414.62;420.56;430.67;428.25;462.55;477.07;397.95;402.34;393.04;398.92
303;Grossaffoltern;2812.0;243;1;15;;281.65;319.83;314.22;309.54;306.27;289.39;294.03;301.24;303.61;295.35
608;Grosshöchstetten;3289.0;246;12;11;351;219.54;212.43;217.22;193.89;228.32;228.32;228.62;273.89;292.16;297.46
841;Gsteig;986.0;248;20;20;;459.74;457.07;448.61;477.96;471.64;477.15;524.12;558.26;555.52;505.44
577;Gsteigwiler;430.0;250;11;14;;300.98;273.64;291.75;306.89;302.97;322.15;305.76;357.51;390.91;363.07
852;Guggisberg;1585.0;246;21;21;;391.70;394.19;397.93;405.95;431.77;422.04;436.29;458.36;476.25;476.36
665;Gurbrü;245.0;246;14;21;;433.64;440.29;464.58;479.71;480.94;498.40;494.67;463.31;487.48;506.44
867;Gurzelen;798.0;247;22;19;;410.00;402.74;413.13;403.23;406.75;382.28;373.43;406.39;391.02;385.91
327;Gutenburg;0.0;244;2;15;;592.03;606.54;604.10;593.24;675.13;0.00;0.00;0.00;0.00;0.00
782;Guttannen;321.0;250;18;7;;752.69;832.52;837.59;858.37;934.62;991.32;1025.92;975.00;846.86;932.74
578;Gündlischwand;284.0;250;11;17;;546.45;485.48;660.18;608.37;502.63;567.12;558.06;467.24;482.13;501.42
579;Habkern;640.0;250;11;21;;430.95;475.75;449.48;479.67;477.23;479.98;504.15;493.85;520.14;484.29
736;Hagneck;415.0;243;16;15;;470.43;437.41;508.49;507.19;508.34;528.28;576.90;633.78;593.27;613.55
406;Hasle b.B.;3170.0;245;6;16;;240.24;276.97;289.57;278.64;261.52;241.17;258.11;251.65;253.51;261.66
783;Hasliberg;1229.0;250;18;6;;460.86;429.08;471.35;454.88;470.92;492.39;491.60;511.62;499.63;528.97
927;Heiligenschwendi;675.0;247;24;7;;519.08;551.20;603.88;485.73;525.96;486.23;512.92;549.41;511.96;503.32
928;Heimberg;6365.0;247;24;12;942;291.91;304.27;313.25;323.52;308.51;300.40;330.22;315.30;317.63;324.06
977;Heimenhausen;1016.0;244;26;15;;300.55;284.10;271.05;336.52;262.42;315.56;382.83;375.65;363.61;387.25
407;Heimiswil;1636.0;245;6;21;;264.68;268.47;277.91;288.19;263.48;316.52;328.01;312.02;334.80;353.98
408;Hellsau;192.0;245;6;19;;393.20;412.42;464.93;440.11;457.19;485.26;497.37;460.81;459.45;501.20
610;Herbligen;551.0;246;12;16;;335.35;345.68;338.58;338.86;351.81;353.42;335.87;348.43;354.41;341.33
978;Hermiswil;96.0;244;26;20;;594.96;641.82;652.92;753.88;723.58;818.52;786.94;875.68;941.50;814.36
737;Hermrigen;262.0;243;16;16;;572.73;530.08;536.32;542.32;628.41;611.84;672.35;665.35;671.61;621.49
979;Herzogenbuchsee;6795.0;244;26;4;;301.93;306.32;317.37;310.45;292.99;317.49;388.85;364.34;342.66;382.59
929;Hilterfingen;3998.0;247;24;13;942;370.17;423.29;351.07;360.94;340.78;355.46;362.65;364.15;369.67;354.65
409;Hindelbank;2094.0;245;6;17;;290.31;291.04;350.39;324.67;334.61;329.24;353.38;331.89;342.51;339.20
580;Hofstetten b.B.;567.0;250;11;17;;412.35;413.70;386.00;403.38;354.58;352.64;304.89;312.25;319.60;349.23
931;Homberg;502.0;247;24;21;;391.51;347.19;352.53;321.95;332.79;329.07;355.98;424.58;377.94;352.16
932;Horrenbach-Buchen;259.0;247;24;21;;465.96;519.17;478.42;459.03;365.22;467.27;498.79;533.65;494.71;606.45
954;Huttwil;4726.0;244;25;18;;202.91;232.38;242.03;244.76;251.55;272.33;280.04;295.16;357.95;352.42
609;Häutligen;239.0;246;12;21;;525.45;528.87;501.31;501.20;498.78;552.07;523.75;593.23;592.40;609.79
410;Höchstetten;258.0;245;6;19;;438.64;439.99;380.48;375.28;378.90;370.49;389.49;418.89;385.66;443.86
930;Höfen;441.0;247;24;16;;450.21;466.68;431.12;410.86;446.14;484.01;480.99;432.07;396.41;370.09
541;Iffwil;409.0;246;9;20;;374.24;371.42;343.21;384.30;357.71;359.12;346.13;362.07;412.10;400.50
980;Inkwil;638.0;244;26;15;;315.29;350.94;332.12;307.69;381.73;295.63;343.03;349.62;377.29;382.46
784;Innertkirchen;886.0;250;18;19;;468.41;342.83;407.93;417.70;444.23;488.74;522.99;488.92;514.83;512.33
496;Ins;3260.0;243;8;20;;235.51;238.92;235.47;235.80;242.62;250.12;243.03;243.36;253.50;249.23
581;Interlaken;5481.0;250;11;6;;464.35;437.01;421.21;552.35;436.59;639.13;455.18;443.21;473.21;530.05
739;Ipsach;3913.0;242;16;13;371;280.45;318.42;324.45;277.33;278.22;277.27;294.16;293.35;303.58;300.82
582;Iseltwald;432.0;250;11;20;;457.01;467.54;408.10;464.24;426.62;437.16;435.27;495.07;492.52;469.13
362;Ittigen;11006.0;246;3;9;351;411.86;401.72;374.47;383.10;408.61;419.68;437.41;385.75;394.52;431.67
868;Jaberg;258.0;246;22;15;;491.64;468.96;494.48;463.01;445.20;459.42;455.80;487.19;492.71;510.17
540;Jegenstorf;4680.0;246;9;10;351;284.47;277.28;285.55;288.38;301.57;303.62;309.35;349.92;342.52;348.78
738;Jens;681.0;243;16;15;;441.59;447.15;474.37;437.47;446.13;450.00;299.81;325.61;323.62;353.94
304;Kallnach;1563.0;243;1;19;;320.55;318.22;288.42;301.46;298.12;292.87;361.34;339.55;303.17;277.77
564;Kandergrund;810.0;249;10;8;;329.95;306.00;297.45;256.67;294.63;362.32;355.33;370.65;384.73;378.80
565;Kandersteg;1261.0;249;10;6;;504.48;525.35;501.75;498.81;494.72;485.59;510.43;569.85;533.70;545.66
305;Kappelen;1278.0;243;1;19;;300.25;319.85;306.36;278.24;259.96;248.50;243.32;267.03;279.79;255.87
869;Kaufdorf;1034.0;246;22;11;351;272.23;261.24;289.32;357.22;357.31;301.84;299.30;291.80;275.16;306.60
870;Kehrsatz;3964.0;246;22;10;351;347.71;408.91;425.77;428.10;431.50;449.14;420.74;421.44;405.66;420.88
411;Kernenried;449.0;245;6;15;;380.57;408.14;396.32;410.50;418.48;430.15;477.37;454.69;420.83;563.54
871;Kienersrüti;52.0;247;22;21;;551.26;522.31;727.91;666.55;796.11;785.70;732.50;770.27;779.11;939.10
611;Kiesen;857.0;246;12;15;;334.59;286.14;322.22;307.48;203.32;251.67;164.10;264.49;240.21;307.63
412;Kirchberg;5613.0;245;6;12;404;236.49;250.44;281.03;248.52;260.30;252.98;258.48;260.41;276.57;291.02
872;Kirchdorf;814.0;246;22;20;;375.10;352.64;330.49;349.20;366.69;286.15;355.61;309.86;318.11;341.22
873;Kirchenthurnen;271.0;246;22;15;;484.37;566.10;532.65;533.53;599.69;599.35;569.56;571.00;569.31;621.35
354;Kirchlindach;2815.0;246;3;11;351;351.66;288.22;362.86;332.73;320.52;320.61;298.38;312.15;303.06;325.60
328;Kleindietwil;0.0;244;2;19;;390.41;385.47;352.37;381.00;424.52;438.67;405.40;447.12;443.93;0.00
612;Konolfingen;4739.0;246;12;9;351;385.80;387.95;399.98;405.03;404.96;414.07;368.27;385.72;388.78;399.08
413;Koppigen;2070.0;245;6;17;;265.15;262.66;267.61;279.29;261.34;258.22;259.81;270.30;289.01;306.05
