K33 IQ Investitionsquote;;;;;;;;;
Kurzbeschrieb: Nettoinvestitionen dividiert durch den Finanzertrag.
Finanzertrag = Total Ertrag Laufende Rechnung ohne Durchlaufende Beiträge (47), Entnahmen aus
Spezialfinanzierungen (48) und interne Verrechnungen (49).


BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [PROZ];2003 [PROZ];2004 [PROZ];2005 [PROZ];2006 [PROZ];2007 [PROZ];2008 [PROZ];2009 [PROZ];2010 [PROZ];2011 [PROZ]
587;Matten b.I.;3780.0;250;11;13;;0.08;-0.01;0.10;0.05;0.10;-0.01;0.04;0.06;0.25;0.21
543;Mattstetten;588.0;246;9;11;351;0.08;0.06;0.05;0.06;0.04;0.11;0.02;0.06;0.03;0.12
389;Meienried;53.0;243;5;20;;0.83;0.39;0.97;-0.37;0.00;0.00;0.00;0.00;0.00;0.00
307;Meikirch;2344.0;246;1;11;351;0.19;0.06;0.10;0.02;0.04;0.05;0.08;0.03;0.06;0.02
390;Meinisberg;1292.0;242;5;15;;0.04;0.10;0.00;0.04;0.06;0.14;0.11;0.16;0.11;0.06
785;Meiringen;4581.0;250;18;7;;0.04;0.05;0.10;0.02;0.03;0.11;0.05;0.07;0.16;0.31
333;Melchnau;1567.0;244;2;19;;0.03;0.05;0.07;0.08;0.07;0.15;0.09;0.07;0.03;0.11
741;Merzligen;411.0;243;16;15;;0.01;0.06;0.03;0.05;0.03;0.04;0.04;0.08;0.05;0.08
615;Mirchel;578.0;246;12;16;;0.13;0.03;0.07;0.33;0.54;0.07;0.33;0.01;0.30;0.11
699;Monible;38.0;241;15;21;;0.00;0.07;0.00;0.00;0.00;0.19;0.39;0.03;0.00;0.00
437;Mont-Tramelan;120.0;241;7;21;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.06
544;Moosseedorf;3620.0;246;9;9;351;0.02;0.02;0.10;0.05;0.10;0.09;0.05;0.14;0.06;0.24
700;Moutier;7479.0;241;15;3;;0.05;0.09;0.08;0.08;0.09;0.10;0.11;0.11;0.09;0.11
356;Muri b.B.;12369.0;246;3;5;351;0.13;0.07;0.20;0.03;0.04;0.04;0.06;0.07;0.10;0.10
742;Mörigen;878.0;242;16;5;371;0.17;0.06;0.17;0.30;0.05;0.15;0.05;0.16;0.04;0.13
416;Mötschwil;142.0;245;6;22;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
668;Mühleberg;2668.0;246;14;20;;0.17;0.33;0.44;0.08;0.02;0.04;0.12;0.14;0.03;0.04
875;Mühledorf;248.0;246;22;20;;0.06;0.03;0.11;0.06;0.00;0.05;0.01;0.04;0.08;0.02
876;Mühlethurnen;1377.0;246;22;15;;0.06;0.09;0.30;0.18;0.09;0.04;0.08;0.19;0.04;0.15
545;Mülchi;234.0;246;9;16;;0.05;0.03;0.06;0.05;0.05;0.03;0.06;0.08;0.08;0.07
546;Münchenbuchsee;9703.0;246;9;9;351;0.13;0.11;0.10;0.13;0.15;0.12;0.10;0.02;0.03;0.04
669;Münchenwiler;468.0;246;14;15;;0.04;0.00;0.00;0.11;0.32;0.06;0.02;0.09;0.14;0.11
547;Münchringen;593.0;246;9;15;;0.23;0.06;0.06;0.05;0.24;0.03;0.16;0.03;0.06;0.00
616;Münsingen;10841.0;246;12;9;351;0.08;0.10;0.10;0.11;0.09;0.06;0.05;0.09;0.07;0.04
498;Müntschemier;1330.0;243;8;20;;0.21;0.00;0.13;0.12;0.04;0.03;0.08;0.13;0.07;0.06
670;Neuenegg;4913.0;246;14;11;351;0.09;0.05;0.02;0.14;0.17;0.10;0.09;0.07;0.10;0.08
743;Nidau;6816.0;242;16;12;371;0.07;0.03;0.07;-0.02;0.05;0.03;0.02;0.06;0.07;0.08
981;Niederbipp;4211.0;244;26;17;;0.01;0.05;0.16;0.12;0.06;0.07;0.06;0.08;0.13;0.12
617;Niederhünigen;641.0;246;12;15;;0.02;0.08;0.13;0.21;0.05;0.14;0.08;0.04;0.05;0.36
877;Niedermuhlern;505.0;246;22;21;;0.24;-0.20;0.07;0.04;0.03;0.05;0.03;0.01;0.02;0.01
588;Niederried b.I.;338.0;250;11;15;;0.04;0.05;0.03;0.01;0.04;0.21;0.39;0.47;0.17;0.39
308;Niederried b.K.;297.0;243;1;15;;0.16;0.23;0.00;-0.06;0.09;-0.01;0.01;0.02;0.04;0.01
764;Niederstocken;257.0;247;17;15;;0.01;0.02;0.04;0.05;0.06;0.02;0.18;0.12;0.03;0.05
618;Niederwichtrach;0.0;246;12;11;;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
982;Niederönz;1554.0;244;26;15;;0.00;0.00;0.03;0.30;0.21;0.09;0.08;0.10;0.07;0.04
417;Niederösch;240.0;245;6;21;;0.01;0.07;0.03;0.03;0.00;0.11;0.36;0.09;0.05;0.11
724;Nods;742.0;241;13;20;;0.08;0.03;0.06;0.02;0.03;0.01;0.07;0.06;0.06;0.25
878;Noflen;260.0;246;22;21;;0.44;0.25;-0.03;0.13;0.08;0.04;0.07;0.07;0.09;0.07
357;Oberbalm;869.0;246;3;21;;0.04;0.14;0.06;0.11;0.29;0.09;0.22;0.12;0.02;0.02
983;Oberbipp;1568.0;244;26;15;;0.05;0.08;0.11;0.06;0.07;0.06;0.08;0.10;0.05;0.08
418;Oberburg;2875.0;245;6;13;404;0.05;0.06;0.16;0.04;0.04;0.05;0.13;0.05;0.05;0.12
619;Oberdiessbach;3102.0;246;12;17;;0.02;0.04;0.08;0.07;0.09;0.06;0.11;0.09;0.04;0.10
934;Oberhofen;2354.0;247;24;14;942;0.20;0.26;0.00;0.16;0.08;0.15;0.15;0.13;0.08;0.11
629;Oberhünigen;326.0;246;12;21;;0.05;-0.12;0.44;0.16;0.10;0.06;0.11;0.10;0.01;0.06
935;Oberlangenegg;486.0;247;24;21;;0.01;0.30;0.06;0.11;0.05;0.11;0.11;0.06;0.48;0.28
589;Oberried a.Br.-S.;479.0;250;11;17;;0.01;0.01;0.02;0.18;0.08;0.04;0.07;0.09;0.14;0.03
334;Obersteckholz;423.0;244;2;16;;0.13;0.09;-0.06;0.02;0.00;0.09;0.05;0.05;0.04;0.01
765;Oberstocken;282.0;247;17;15;;-0.15;0.07;0.04;0.07;0.01;0.00;0.02;0.01;0.04;0.07
620;Oberthal;781.0;246;12;21;;0.10;0.10;0.28;0.08;0.04;0.07;0.13;0.09;0.12;0.10
621;Oberwichtrach;0.0;246;12;10;;0.03;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
391;Oberwil b.B.;809.0;243;5;16;;0.12;0.11;0.12;0.14;0.03;0.04;0.04;0.12;0.07;0.09
766;Oberwil i.S.;795.0;249;17;21;;0.11;0.03;0.08;0.04;0.06;0.15;0.28;0.31;0.03;0.28
984;Oberönz;0.0;244;26;15;;0.01;0.02;-0.01;0.06;0.09;0.05;0.00;0.00;0.00;0.00
419;Oberösch;112.0;245;6;21;;0.12;0.07;0.17;0.00;0.00;0.03;0.83;0.20;0.04;0.23
985;Ochlenberg;586.0;244;26;21;;0.12;0.00;0.09;0.00;0.02;0.05;0.08;0.11;0.07;0.14
335;Oeschenbach;237.0;244;2;21;;0.03;0.07;0.05;0.06;0.19;0.13;0.11;0.06;0.15;-0.03
622;Oppligen;669.0;246;12;15;;0.11;0.08;0.22;0.15;0.11;0.11;0.02;0.04;0.03;0.08
744;Orpund;2637.0;242;16;13;371;0.18;0.10;0.09;0.14;0.04;0.05;0.16;0.02;0.02;0.02
438;Orvin;1196.0;241;7;17;;0.04;0.01;0.07;0.00;0.05;0.05;0.01;0.07;0.23;0.11
363;Ostermundigen;15436.0;246;3;10;351;0.05;0.04;0.06;0.09;0.01;0.30;0.15;0.14;0.11;0.09
701;Perrefitte;471.0;241;15;15;;0.11;0.13;0.02;0.01;0.10;0.05;0.02;0.08;-0.07;0.04
392;Pieterlen;3633.0;242;5;13;371;0.05;0.04;0.05;0.12;0.15;0.06;0.06;0.04;0.01;0.05
440;Plagne;364.0;241;7;14;371;0.03;0.01;0.03;0.01;0.00;0.11;0.06;0.21;0.07;0.10
936;Pohlern;278.0;247;24;15;;0.13;-0.01;-0.01;0.04;0.29;0.11;0.06;-0.01;0.01;0.05
702;Pontenet;216.0;241;15;15;;0.21;-0.12;0.36;0.03;0.07;-0.15;0.72;0.15;0.09;-0.01
745;Port;3302.0;242;16;14;371;0.02;0.04;0.10;0.08;0.05;0.23;0.12;0.06;0.06;0.04
725;Prêles;908.0;241;13;17;;-0.02;0.16;0.04;0.00;0.10;0.05;0.06;0.03;0.14;0.09
439;Péry;1359.0;241;7;15;;0.00;0.05;0.08;0.07;0.25;0.14;0.25;0.25;0.07;0.01
309;Radelfingen;1176.0;243;1;16;;0.05;0.02;0.03;0.11;0.08;0.08;0.14;0.15;0.12;0.07
310;Rapperswil;2129.0;243;1;20;;0.07;0.02;0.03;0.05;0.21;0.10;0.05;0.01;0.12;0.73
715;Rebévelier;47.0;241;15;22;;0.00;0.19;0.00;0.37;0.00;0.00;0.00;0.12;0.23;0.00
703;Reconvilier;2213.0;241;15;18;;0.02;0.06;0.13;0.05;0.03;0.05;0.08;0.08;0.13;0.07
567;Reichenbach i.K.;3452.0;249;10;19;;0.06;0.21;0.21;0.12;0.23;0.17;0.11;0.11;0.17;0.17
336;Reisiswil;191.0;244;2;21;;0.00;0.00;0.05;0.05;0.00;0.03;0.51;0.02;0.14;0.05
441;Renan;838.0;241;7;20;;0.10;0.22;0.29;0.10;0.10;0.22;0.34;0.19;0.08;0.09
767;Reutigen;963.0;247;17;20;;0.00;0.08;0.17;0.02;0.01;0.07;0.07;0.23;0.05;0.17
879;Riggisberg;2406.0;246;22;8;;0.14;0.01;0.02;0.05;0.12;0.19;0.37;0.27;0.12;0.11
590;Ringgenberg;2523.0;250;11;14;;0.03;0.04;0.00;0.02;0.07;0.08;0.09;0.12;0.18;0.15
704;Roches;228.0;241;15;22;;0.00;0.03;0.00;0.01;0.07;0.03;0.08;0.01;0.07;0.14
337;Roggwil;3865.0;244;2;17;;0.00;0.05;0.03;0.02;0.02;0.09;0.15;0.04;0.06;0.07
338;Rohrbach;1431.0;244;2;16;;0.04;0.06;0.03;0.05;0.04;0.07;0.11;0.15;0.10;0.16
339;Rohrbachgraben;423.0;244;2;21;;-0.02;0.03;0.06;0.03;0.03;0.11;0.11;0.04;0.03;0.12
442;Romont;205.0;241;7;16;;-0.17;0.17;0.00;0.04;0.09;0.32;0.10;0.01;0.00;-0.06
623;Rubigen;2865.0;246;12;11;351;0.00;0.02;0.00;0.10;0.04;0.05;0.14;0.02;0.06;0.05
421;Rumendingen;77.0;245;6;8;;0.00;0.38;0.00;0.10;0.06;0.02;0.00;0.14;0.03;0.02
987;Rumisberg;476.0;244;26;15;;0.03;0.04;0.03;0.02;0.07;0.02;0.04;0.32;0.01;0.08
548;Ruppoldsried;259.0;243;9;16;;0.09;0.08;0.01;0.07;0.06;0.06;0.02;0.01;0.03;0.00
986;Röthenbach b.H.;0.0;244;26;19;;0.00;0.04;0.02;0.01;0.10;0.06;0.20;0.00;0.00;0.00
904;Röthenbach i.E.;1272.0;245;23;21;;0.08;0.11;0.05;0.08;0.14;0.26;0.10;0.05;0.10;0.16
905;Rüderswil;2405.0;245;23;19;;0.00;0.00;0.08;0.04;0.01;0.06;0.10;0.03;0.04;0.04
420;Rüdtligen-Alchenflüh;2179.0;245;6;13;404;0.09;0.04;0.05;0.00;0.05;0.11;0.02;0.03;0.02;0.09
880;Rüeggisberg;1855.0;246;22;21;;0.07;0.16;0.08;0.12;0.06;-0.06;0.16;0.12;0.10;0.15
956;Rüegsau;3062.0;245;25;20;;0.02;0.07;0.17;0.10;0.06;0.10;0.12;0.30;0.09;0.12
881;Rümligen;450.0;246;22;20;;0.07;0.06;0.05;0.04;0.06;-0.02;0.06;0.05;0.16;0.08
853;Rüschegg;1689.0;246;21;20;;0.03;-0.01;0.04;0.20;0.14;0.40;0.07;0.04;0.01;0.16
393;Rüti b.B.;835.0;243;5;16;;0.03;0.05;0.12;0.12;0.05;0.05;0.01;0.02;0.03;0.02
422;Rüti b.L.;162.0;245;6;15;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
882;Rüti b.R.;0.0;246;22;21;;0.06;0.10;0.05;0.04;-0.05;0.13;0.14;0.00;0.00;0.00
340;Rütschelen;564.0;244;2;19;;-0.28;0.00;0.05;0.10;0.04;0.19;0.32;0.03;0.12;0.07
843;Saanen;7240.0;248;20;6;;0.25;0.35;0.26;0.47;0.22;0.15;0.30;0.25;0.20;0.18
746;Safnern;1881.0;242;16;14;371;0.07;0.05;0.08;0.04;0.08;0.14;0.13;0.10;0.04;0.04
706;Saicourt;600.0;241;15;20;;0.00;0.07;0.05;0.27;0.06;0.01;0.07;0.04;0.34;0.07
443;Saint-Imier;4802.0;241;7;4;;0.05;0.11;0.09;0.04;0.06;0.14;0.08;0.09;0.14;0.16
707;Saules;153.0;241;15;19;;0.16;0.24;0.02;0.00;0.00;0.11;0.13;0.08;0.00;0.12
591;Saxeten;101.0;250;11;19;;0.25;0.56;-0.15;0.01;0.33;0.13;0.18;0.52;0.16;0.04
549;Schalunen;366.0;246;9;11;351;0.03;0.05;0.01;0.07;0.04;0.06;0.06;0.02;0.00;0.21
906;Schangnau;925.0;245;23;21;;0.17;0.09;0.29;0.16;0.21;0.04;0.25;0.15;0.14;0.13
786;Schattenhalb;600.0;250;18;8;;0.09;0.45;0.25;0.08;-0.01;0.06;0.04;0.08;0.09;0.08
708;Schelten;40.0;241;15;21;;-1.04;0.08;-0.51;-0.04;-0.04;0.20;0.14;0.03;-0.01;0.05
550;Scheunen;84.0;246;9;21;;0.02;3.64;-0.42;0.00;-0.04;0.00;0.44;0.14;0.00;0.00
747;Scheuren;440.0;242;16;14;371;0.03;0.12;0.11;0.03;0.20;0.14;0.26;0.22;0.02;0.05
624;Schlosswil;657.0;246;12;15;;0.72;0.02;0.08;0.06;0.12;0.06;0.06;0.02;0.03;0.00
748;Schwadernau;651.0;242;16;14;371;0.07;0.04;0.16;0.06;0.13;0.31;0.16;0.43;0.27;0.02
592;Schwanden b.B.;603.0;250;11;15;;0.00;0.12;0.03;0.12;0.08;0.06;0.05;0.12;0.23;0.05
855;Schwarzenburg;6711.0;246;21;4;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08
341;Schwarzhäusern;485.0;244;2;15;;0.03;0.03;-0.01;0.02;0.03;0.16;0.13;0.14;0.06;0.09
937;Schwendibach;254.0;247;24;15;;0.00;0.04;0.08;0.02;0.02;0.11;0.02;0.09;0.00;0.00
311;Schüpfen;3530.0;243;1;11;351;0.33;0.05;0.06;0.04;0.05;0.09;0.03;0.11;0.08;0.12
988;Seeberg;1389.0;244;26;20;;0.05;0.04;0.08;0.03;0.04;0.05;0.06;0.09;0.06;0.04
312;Seedorf;2987.0;243;1;20;;0.09;0.07;0.06;0.13;0.12;0.13;0.07;0.12;0.22;0.20
709;Seehof;71.0;241;15;21;;0.00;0.00;0.00;0.00;0.16;0.24;0.34;0.02;0.00;0.00
883;Seftigen;2110.0;247;22;14;942;0.11;0.14;0.05;0.04;0.06;0.04;0.08;0.10;0.11;0.13
907;Signau;2749.0;245;23;19;;0.00;0.07;0.11;0.07;0.12;0.07;0.07;0.11;0.16;0.17
938;Sigriswil;4633.0;247;24;7;;0.15;0.13;0.13;0.07;0.09;0.09;0.06;0.05;0.09;0.13
499;Siselen;580.0;243;8;20;;0.05;0.04;0.04;0.11;0.01;0.11;0.01;0.19;0.08;0.05
444;Sonceboz;1804.0;241;7;18;;0.00;0.03;0.20;0.00;0.18;0.12;0.10;0.14;0.15;0.07
445;Sonvilier;1192.0;241;7;19;;0.03;0.03;0.04;0.15;0.11;0.04;0.18;0.12;0.02;0.16
710;Sornetan;131.0;241;15;21;;0.00;0.00;0.14;0.80;-0.13;-0.03;0.04;0.01;0.09;0.11
711;Sorvilier;268.0;241;15;19;;0.24;0.58;0.19;-0.01;0.04;0.29;0.22;-0.02;0.03;0.02
712;Souboz;134.0;241;15;21;;0.20;0.19;1.27;-0.46;0.01;0.16;-0.13;0.08;0.06;0.04
768;Spiez;12477.0;249;17;12;942;0.00;0.06;0.05;0.08;0.07;0.04;0.07;0.08;0.03;0.08
793;St. Stephan;1379.0;248;19;20;;0.07;0.03;0.08;0.07;0.04;0.04;0.09;0.09;0.14;0.32
939;Steffisburg;15423.0;247;24;13;942;0.25;0.07;0.11;0.12;0.13;0.07;0.10;0.06;0.08;0.05
358;Stettlen;2891.0;246;3;10;351;0.12;0.02;0.08;0.15;0.15;0.08;0.06;0.22;0.05;-0.01
749;Studen;2837.0;243;16;13;371;0.14;0.24;0.05;0.05;0.16;0.24;0.04;0.13;0.06;0.00
957;Sumiswald;5039.0;245;25;19;;0.02;0.06;0.03;0.01;0.04;0.06;0.06;0.07;0.08;0.10
750;Sutz-Lattrigen;1352.0;242;16;14;371;0.02;0.04;0.12;0.13;0.06;0.04;0.17;0.10;0.14;0.23
713;Tavannes;3542.0;241;15;18;;0.04;0.05;0.05;0.04;0.08;0.07;0.05;0.04;0.09;0.09
940;Teuffenthal;168.0;247;24;21;;0.03;0.10;0.04;0.03;0.01;-0.01;-0.02;0.11;-0.01;0.04
941;Thierachern;2302.0;247;24;14;942;0.05;0.05;0.38;0.20;0.05;0.08;0.32;0.14;0.02;0.05
942;Thun;42623.0;247;24;2;942;0.00;0.00;0.00;0.00;0.00;0.06;0.06;0.03;0.07;0.05
342;Thunstetten;3063.0;244;2;17;;0.08;0.07;0.06;0.00;0.01;0.09;0.03;0.14;0.06;0.13
989;Thörigen;1027.0;244;26;15;;0.02;0.00;0.01;0.00;0.03;0.11;0.02;0.01;0.09;0.14
884;Toffen;2457.0;246;22;11;351;0.32;0.08;0.10;0.05;0.38;0.16;0.06;0.12;0.14;0.10
958;Trachselwald;1024.0;245;25;21;;0.01;0.02;0.01;0.06;0.07;0.05;0.05;0.04;0.03;0.05
446;Tramelan;4248.0;241;7;18;;0.06;0.05;0.07;0.07;0.08;0.14;0.10;0.08;0.11;0.12
500;Treiten;441.0;243;8;21;;0.05;0.11;0.07;0.05;0.13;0.07;0.02;0.02;0.22;0.21
631;Trimstein;508.0;246;12;11;351;-0.01;0.00;0.01;0.04;0.01;0.00;0.03;0.13;0.05;0.07
908;Trub;1377.0;245;23;21;;0.06;0.17;0.14;-0.03;0.06;0.09;0.12;0.14;0.15;0.10
909;Trubschachen;1392.0;245;23;19;;0.05;0.01;0.05;0.12;0.02;0.09;0.10;0.14;0.05;0.20
501;Tschugg;449.0;243;8;8;;0.05;0.04;0.01;0.00;0.26;0.05;-0.10;0.00;0.05;0.12
753;Twann;0.0;242;16;20;;0.01;0.04;0.04;0.13;0.02;0.06;0.02;0.09;0.00;0.00
756;Twann-Tüscherz;1138.0;242;16;20;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.08
625;Tägertschi;418.0;246;12;21;;0.01;0.18;0.05;0.07;0.03;0.02;0.01;0.09;0.00;0.13
751;Täuffelen;2655.0;243;16;17;;0.07;0.08;0.06;0.11;0.03;0.02;0.02;0.18;0.16;0.13
752;Tüscherz-Alfermée;0.0;242;16;5;371;0.06;0.06;0.11;0.06;0.32;0.13;0.03;0.47;0.00;0.00
943;Uebeschi;692.0;247;24;15;;0.14;0.01;0.06;0.08;0.02;0.06;0.06;0.00;0.07;0.02
944;Uetendorf;5946.0;247;24;12;942;0.11;0.19;0.15;0.07;0.12;0.06;0.03;0.03;0.05;0.13
945;Unterlangenegg;903.0;247;24;21;;0.00;0.04;-0.01;0.13;0.06;0.03;0.03;0.08;0.29;0.10
593;Unterseen;5487.0;250;11;12;;0.07;0.03;0.03;0.02;0.06;0.10;0.07;0.16;0.19;0.10
343;Untersteckholz;0.0;244;2;21;;-0.04;0.02;0.28;0.27;-0.05;0.23;0.15;0.57;0.00;0.00
344;Ursenbach;908.0;244;2;19;;0.11;0.05;0.03;0.06;0.04;0.18;0.05;0.06;0.10;0.08
551;Urtenen;5665.0;246;9;9;351;0.00;0.03;0.04;0.03;0.07;0.07;0.03;0.05;0.09;0.05
885;Uttigen;1809.0;247;22;14;942;0.06;0.17;0.02;0.02;0.46;0.24;0.32;0.03;0.01;0.13
552;Utzenstorf;4123.0;245;9;17;;0.04;0.07;0.09;0.08;0.13;0.12;0.19;0.24;0.09;0.10
447;Vauffelin;411.0;241;7;14;371;0.02;0.01;0.01;0.03;0.14;-0.01;0.00;0.02;0.01;0.01
359;Vechigen;4653.0;246;3;11;351;-0.02;0.00;0.09;0.11;0.08;0.05;0.12;0.11;0.03;0.07
448;Villeret;895.0;241;7;18;;0.09;0.03;0.16;0.09;0.22;0.16;0.08;0.06;0.02;0.06
502;Vinelz;821.0;243;8;15;;0.08;0.08;0.12;0.07;0.08;0.00;0.10;0.09;0.06;0.30
946;Wachseldorn;232.0;247;24;21;;0.05;0.03;0.04;0.06;0.45;0.19;-0.03;-0.01;0.14;0.03
854;Wahlern;0.0;246;21;4;;0.00;0.04;0.02;0.10;0.06;0.04;0.06;0.07;0.06;0.00
888;Wald;1191.0;246;22;8;;0.00;0.00;0.01;0.25;-0.03;0.12;0.04;0.00;0.12;0.28
626;Walkringen;1828.0;246;12;20;;0.31;0.12;0.00;0.07;0.02;0.04;0.11;0.15;0.41;0.05
990;Walliswil b.N.;204.0;244;26;16;;0.12;0.26;0.25;0.56;0.33;0.32;0.19;0.08;0.00;0.01
991;Walliswil b.W.;567.0;244;26;15;;0.12;0.06;0.16;-0.03;0.00;-0.01;0.08;0.04;0.08;0.01
754;Walperswil;938.0;243;16;19;;0.16;0.12;0.05;0.03;0.01;0.07;0.09;0.12;0.38;0.13
959;Walterswil;539.0;244;25;21;;0.04;0.15;0.03;0.03;0.08;0.09;0.03;0.16;0.08;0.01
992;Wangen a.A.;2088.0;244;26;17;;0.00;0.06;0.24;0.06;0.11;0.09;0.06;0.16;0.20;0.05
993;Wangenried;395.0;244;26;16;;0.01;0.03;0.00;-0.01;-0.01;0.10;0.26;0.02;0.09;0.04
994;Wanzwil;0.0;244;26;18;;0.03;0.01;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00
886;Wattenwil;2692.0;247;22;17;;0.16;0.22;0.14;0.05;0.10;0.19;0.11;0.13;0.23;0.04
394;Wengi;612.0;243;5;20;;0.03;0.01;0.00;0.03;0.04;0.02;0.20;0.03;0.02;0.16
632;Wichtrach;4018.0;246;12;10;351;0.00;0.00;0.03;0.10;0.12;0.10;0.05;0.09;0.03;0.12
995;Wiedlisbach;2191.0;244;26;8;;0.00;0.03;0.03;0.05;0.05;0.18;0.24;0.12;0.09;0.15
553;Wiggiswil;100.0;246;9;21;;0.00;0.06;0.00;0.03;0.37;0.09;0.31;0.00;0.07;0.34
594;Wilderswil;2487.0;250;11;6;;0.10;0.08;0.15;0.33;0.14;0.06;0.10;0.07;0.15;0.13
554;Wiler b.U.;817.0;245;9;15;;0.23;0.10;0.10;0.25;0.17;0.15;0.03;0.01;0.13;0.06
671;Wileroltigen;390.0;246;14;21;;0.10;-0.01;0.10;0.04;0.08;0.13;0.00;0.02;0.03;0.00
423;Willadingen;201.0;245;6;15;;0.10;0.01;0.00;0.00;0.02;0.06;0.07;0.23;0.17;0.06
769;Wimmis;2413.0;249;17;17;;0.05;0.09;0.12;0.05;0.12;0.08;0.16;0.23;0.08;0.15
360;Wohlen b.B.;8877.0;246;3;11;351;0.12;0.06;0.04;0.06;0.11;0.22;0.05;0.05;0.02;0.04
996;Wolfisberg;198.0;244;26;16;;0.65;0.09;0.02;0.02;0.23;0.08;0.08;0.08;0.05;0.00
627;Worb;11236.0;246;12;10;351;0.04;0.05;-0.03;0.08;0.16;0.08;0.11;0.10;0.12;0.23
755;Worben;2288.0;243;16;8;371;0.00;0.08;0.03;0.18;0.06;0.03;0.05;0.08;0.05;0.09
345;Wynau;1551.0;244;2;15;;0.07;0.07;0.09;0.05;0.13;0.22;0.11;0.18;0.20;0.15
424;Wynigen;2014.0;245;6;20;;0.00;0.08;0.16;0.12;0.03;0.08;0.10;0.18;0.06;0.07
960;Wyssachen;1161.0;244;25;19;;0.02;0.04;0.01;0.06;0.00;0.04;0.17;0.12;0.23;-0.10
555;Zauggenried;316.0;246;9;20;;0.00;0.11;0.07;0.00;0.14;0.02;0.01;0.01;0.01;0.07
556;Zielebach;329.0;245;9;14;;0.03;0.01;0.00;0.06;0.00;0.00;0.02;0.02;0.10;0.02
887;Zimmerwald;0.0;246;22;21;;0.34;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
361;Zollikofen;9792.0;246;3;9;351;0.09;0.06;0.05;0.12;0.08;0.20;0.06;0.10;0.09;0.03
557;Zuzwil;578.0;246;9;15;;0.19;0.22;0.06;0.09;0.06;0.07;0.06;0.56;0.18;0.10
794;Zweisimmen;2998.0;248;19;4;;0.10;0.05;0.20;0.13;0.08;0.06;0.09;0.09;0.15;0.19
947;Zwieselberg;280.0;247;24;16;;0.00;0.03;0.17;0.04;0.14;0.01;0.08;0.05;-0.01;0.03
628;Zäziwil;1591.0;246;12;15;;0.02;0.12;0.07;0.08;0.04;0.05;0.05;0.16;0.07;-0.01

